forecast_id,product_id,month,forecast_quantity,actual_quantity,mape,forecast_accuracy_status
FC0000429,PROD00357,2026-03,2628,2674,1.72,Acceptable
FC0000430,PROD00357,2026-04,2628,2957,11.13,Acceptable
FC0000431,PROD00357,2026-05,2628,2651,0.87,Acceptable
FC0000432,PROD00357,2026-06,2628,2594,1.31,Acceptable
FC0000433,PROD00077,2025-01,1383,1394,0.79,Acceptable
FC0000434,PROD00077,2025-02,1383,1142,21.1,High Error
FC0000435,PROD00077,2025-03,1383,1134,21.96,High Error
FC0000436,PROD00077,2025-04,1383,2253,38.62,High Error
FC0000437,PROD00077,2025-05,1383,1066,29.74,High Error
FC0000438,PROD00077,2025-06,1383,1332,3.83,Acceptable
FC0000439,PROD00077,2025-07,1383,1506,8.17,Acceptable
FC0000440,PROD00077,2025-08,1383,1614,14.31,Acceptable
FC0000441,PROD00077,2025-09,1383,1729,20.01,High Error
FC0000442,PROD00077,2025-10,1383,1677,17.53,Acceptable
FC0000443,PROD00077,2025-11,1383,1623,14.79,Acceptable
FC0000444,PROD00077,2025-12,1383,1700,18.65,Acceptable
FC0000445,PROD00077,2026-01,1383,1353,2.22,Acceptable
FC0000446,PROD00077,2026-02,1383,1321,4.69,Acceptable
FC0000447,PROD00077,2026-03,1383,1041,32.85,High Error
FC0000448,PROD00077,2026-04,1383,1170,18.21,Acceptable
FC0000449,PROD00077,2026-05,1383,1108,24.82,High Error
FC0000450,PROD00077,2026-06,1383,1695,18.41,Acceptable
FC0000451,PROD00462,2025-01,4512,4491,0.47,Acceptable
FC0000452,PROD00462,2025-02,4512,4675,3.49,Acceptable
FC0000453,PROD00462,2025-03,4512,4361,3.46,Acceptable
FC0000454,PROD00462,2025-04,4512,4778,5.57,Acceptable
FC0000455,PROD00462,2025-05,4512,5431,16.92,Acceptable
FC0000456,PROD00462,2025-06,4512,4858,7.12,Acceptable
FC0000457,PROD00462,2025-07,4512,4661,3.2,Acceptable
FC0000458,PROD00462,2025-08,4512,4420,2.08,Acceptable
FC0000459,PROD00462,2025-09,4512,5167,12.68,Acceptable
FC0000460,PROD00462,2025-10,4512,3799,18.77,Acceptable
FC0000461,PROD00462,2025-11,4512,5215,13.48,Acceptable
FC0000462,PROD00462,2025-12,4512,4325,4.32,Acceptable
FC0000463,PROD00462,2026-01,4512,4812,6.23,Acceptable
FC0000464,PROD00462,2026-02,4512,4660,3.18,Acceptable
FC0000465,PROD00462,2026-03,4512,4261,5.89,Acceptable
FC0000466,PROD00462,2026-04,4512,4560,1.05,Acceptable
FC0000467,PROD00462,2026-05,4512,4464,1.08,Acceptable
FC0000468,PROD00462,2026-06,4512,5856,22.95,High Error
FC0000469,PROD00498,2025-01,2507,2414,3.85,Acceptable
FC0000470,PROD00498,2025-02,2507,2582,2.9,Acceptable
FC0000471,PROD00498,2025-03,2507,2725,8.0,Acceptable
FC0000472,PROD00498,2025-04,2507,2289,9.52,Acceptable
FC0000473,PROD00498,2025-05,2507,2329,7.64,Acceptable
FC0000474,PROD00498,2025-06,2507,2551,1.72,Acceptable
FC0000475,PROD00498,2025-07,2507,2339,7.18,Acceptable
FC0000476,PROD00498,2025-08,2507,2201,13.9,Acceptable
FC0000477,PROD00498,2025-09,2507,2724,7.97,Acceptable
FC0000478,PROD00498,2025-10,2507,3381,25.85,High Error
FC0000479,PROD00498,2025-11,2507,2842,11.79,Acceptable
FC0000480,PROD00498,2025-12,2507,2695,6.98,Acceptable
FC0000481,PROD00498,2026-01,2507,2680,6.46,Acceptable
FC0000482,PROD00498,2026-02,2507,3870,35.22,High Error
FC0000483,PROD00498,2026-03,2507,2157,16.23,Acceptable
FC0000484,PROD00498,2026-04,2507,2356,6.41,Acceptable
FC0000485,PROD00498,2026-05,2507,2314,8.34,Acceptable
FC0000486,PROD00498,2026-06,2507,2563,2.18,Acceptable
FC0000487,PROD00212,2025-01,4791,5085,5.78,Acceptable
FC0000488,PROD00212,2025-02,4791,5112,6.28,Acceptable
FC0000489,PROD00212,2025-03,4791,4599,4.17,Acceptable
FC0000490,PROD00212,2025-04,4791,4071,17.69,Acceptable
FC0000491,PROD00212,2025-05,4791,3579,33.86,High Error
FC0000492,PROD00212,2025-06,4791,5512,13.08,Acceptable
FC0000493,PROD00212,2025-07,4791,5028,4.71,Acceptable
FC0000494,PROD00212,2025-08,4791,4615,3.81,Acceptable
FC0000495,PROD00212,2025-09,4791,4650,3.03,Acceptable
FC0000496,PROD00212,2025-10,4791,5045,5.03,Acceptable
FC0000497,PROD00212,2025-11,4791,5104,6.13,Acceptable
FC0000498,PROD00212,2025-12,4791,4556,5.16,Acceptable
FC0000499,PROD00212,2026-01,4791,4511,6.21,Acceptable
FC0000500,PROD00212,2026-02,4791,4510,6.23,Acceptable
FC0000501,PROD00212,2026-03,4791,5015,4.47,Acceptable
FC0000502,PROD00212,2026-04,4791,3301,45.14,High Error
FC0000503,PROD00212,2026-05,4791,5136,6.72,Acceptable
FC0000504,PROD00212,2026-06,4791,4906,2.34,Acceptable
FC0000505,PROD00102,2025-01,1598,1418,12.69,Acceptable
FC0000506,PROD00102,2025-02,1598,1856,13.9,Acceptable
FC0000507,PROD00102,2025-03,1598,1406,13.66,Acceptable
FC0000508,PROD00102,2025-04,1598,1666,4.08,Acceptable
FC0000509,PROD00102,2025-05,1598,1798,11.12,Acceptable
FC0000510,PROD00102,2025-06,1598,1491,7.18,Acceptable
FC0000511,PROD00102,2025-07,1598,1419,12.61,Acceptable
FC0000512,PROD00102,2025-08,1598,1647,2.98,Acceptable
FC0000513,PROD00102,2025-09,1598,1844,13.34,Acceptable
FC0000514,PROD00102,2025-10,1598,1900,15.89,Acceptable
FC0000515,PROD00102,2025-11,2652,2972,10.77,Acceptable
FC0000516,PROD00102,2025-12,2212,2485,10.99,Acceptable
FC0000517,PROD00102,2026-01,1598,2594,38.4,High Error
FC0000518,PROD00102,2026-02,1598,1038,53.95,High Error
FC0000519,PROD00102,2026-03,1598,1616,1.11,Acceptable
FC0000520,PROD00102,2026-04,1598,1785,10.48,Acceptable
FC0000521,PROD00102,2026-05,1598,1714,6.77,Acceptable
FC0000522,PROD00102,2026-06,1598,1400,14.14,Acceptable
FC0000523,PROD00335,2025-01,4722,4640,1.77,Acceptable
FC0000524,PROD00335,2025-02,4722,4592,2.83,Acceptable
FC0000525,PROD00335,2025-03,4722,4995,5.47,Acceptable
FC0000526,PROD00335,2025-04,4722,5002,5.6,Acceptable
FC0000527,PROD00335,2025-05,4722,5679,16.85,Acceptable
FC0000528,PROD00335,2025-06,4722,4537,4.08,Acceptable
FC0000529,PROD00335,2025-07,4722,4940,4.41,Acceptable
FC0000530,PROD00335,2025-08,4722,4584,3.01,Acceptable
FC0000531,PROD00335,2025-09,4722,5828,18.98,Acceptable
FC0000532,PROD00335,2025-10,4722,4898,3.59,Acceptable
FC0000533,PROD00335,2025-11,4722,6169,23.46,High Error
FC0000534,PROD00335,2025-12,4722,5057,6.62,Acceptable
FC0000535,PROD00335,2026-01,4722,5064,6.75,Acceptable
FC0000536,PROD00335,2026-02,4722,4996,5.48,Acceptable
FC0000537,PROD00335,2026-03,4722,4810,1.83,Acceptable
FC0000538,PROD00335,2026-04,4722,4707,0.32,Acceptable
FC0000539,PROD00335,2026-05,4722,4532,4.19,Acceptable
FC0000540,PROD00335,2026-06,4722,4563,3.48,Acceptable
FC0000541,PROD00476,2025-01,4302,4472,3.8,Acceptable
FC0000542,PROD00476,2025-02,4302,4050,6.22,Acceptable
FC0000543,PROD00476,2025-03,4302,4221,1.92,Acceptable
FC0000544,PROD00476,2025-04,4302,4034,6.64,Acceptable
FC0000545,PROD00476,2025-05,4302,4527,4.97,Acceptable
FC0000546,PROD00476,2025-06,4302,4075,5.57,Acceptable
FC0000547,PROD00476,2025-07,4302,4117,4.49,Acceptable
FC0000548,PROD00476,2025-08,4302,4297,0.12,Acceptable
FC0000549,PROD00476,2025-09,4302,4260,0.99,Acceptable
FC0000550,PROD00476,2025-10,4302,4447,3.26,Acceptable
FC0000551,PROD00476,2025-11,4302,4215,2.06,Acceptable
FC0000552,PROD00476,2025-12,4302,2982,44.27,High Error
FC0000553,PROD00476,2026-01,4302,4130,4.16,Acceptable
FC0000554,PROD00476,2026-02,4302,4517,4.76,Acceptable
FC0000555,PROD00476,2026-03,4302,4481,3.99,Acceptable
FC0000556,PROD00476,2026-04,4302,4306,0.09,Acceptable
FC0000557,PROD00476,2026-05,4302,3974,8.25,Acceptable
FC0000558,PROD00476,2026-06,4302,4457,3.48,Acceptable
FC0000559,PROD00337,2025-01,2018,1725,16.99,Acceptable
FC0000560,PROD00337,2025-02,2018,2345,13.94,Acceptable
FC0000561,PROD00337,2025-03,2018,2389,15.53,Acceptable
FC0000562,PROD00337,2025-04,2018,1750,15.31,Acceptable
FC0000563,PROD00337,2025-05,2018,2177,7.3,Acceptable
FC0000564,PROD00337,2025-06,2018,1883,7.17,Acceptable
FC0000565,PROD00337,2025-07,2018,2341,13.8,Acceptable
FC0000566,PROD00337,2025-08,2018,1997,1.05,Acceptable
FC0000567,PROD00337,2025-09,2018,1818,11.0,Acceptable
FC0000568,PROD00337,2025-10,2018,2299,12.22,Acceptable
FC0000569,PROD00337,2025-11,2018,1926,4.78,Acceptable
FC0000570,PROD00337,2025-12,2018,2050,1.56,Acceptable
FC0000571,PROD00337,2026-01,2018,2099,3.86,Acceptable
FC0000572,PROD00337,2026-02,2018,2228,9.43,Acceptable
FC0000573,PROD00337,2026-03,2018,2282,11.57,Acceptable
FC0000574,PROD00337,2026-04,2018,1669,20.91,High Error
FC0000575,PROD00337,2026-05,2018,3362,39.98,High Error
FC0000576,PROD00337,2026-06,2018,1781,13.31,Acceptable
FC0000577,PROD00441,2025-01,1546,1585,2.46,Acceptable
FC0000578,PROD00441,2025-02,1546,1475,4.81,Acceptable
FC0000579,PROD00441,2025-03,1546,1496,3.34,Acceptable
FC0000580,PROD00441,2025-04,1546,1895,18.42,Acceptable
FC0000581,PROD00441,2025-05,1546,1691,8.57,Acceptable
FC0000582,PROD00441,2025-06,1546,1200,28.83,High Error
FC0000583,PROD00441,2025-07,1546,1458,6.04,Acceptable
FC0000584,PROD00441,2025-08,1546,2882,46.36,High Error
FC0000585,PROD00441,2025-09,1546,2711,42.97,High Error
FC0000586,PROD00441,2025-10,1546,1338,15.55,Acceptable
FC0000587,PROD00441,2025-11,1546,1471,5.1,Acceptable
FC0000588,PROD00441,2025-12,1546,1247,23.98,High Error
FC0000589,PROD00441,2026-01,1546,1564,1.15,Acceptable
FC0000590,PROD00441,2026-02,1546,1680,7.98,Acceptable
FC0000591,PROD00441,2026-03,1546,1359,13.76,Acceptable
FC0000592,PROD00441,2026-04,1546,1741,11.2,Acceptable
FC0000593,PROD00441,2026-05,1546,1491,3.69,Acceptable
FC0000594,PROD00441,2026-06,1546,1444,7.06,Acceptable
FC0000595,PROD00174,2025-01,945,1139,17.03,Acceptable
FC0000596,PROD00174,2025-02,945,1045,9.57,Acceptable
FC0000597,PROD00174,2025-03,945,1642,42.45,High Error
FC0000598,PROD00174,2025-04,945,1227,22.98,High Error
FC0000599,PROD00174,2025-05,945,2207,57.18,High Error
FC0000600,PROD00174,2025-06,945,2378,60.26,High Error
FC0000601,PROD00174,2025-07,945,1022,7.53,Acceptable
FC0000602,PROD00174,2025-08,945,1251,24.46,High Error
FC0000603,PROD00174,2025-09,945,1237,23.61,High Error
FC0000604,PROD00174,2025-10,945,677,39.59,High Error
FC0000605,PROD00174,2025-11,945,865,9.25,Acceptable
FC0000606,PROD00174,2025-12,945,732,29.1,High Error
FC0000607,PROD00174,2026-01,945,75,1160.0,High Error
FC0000608,PROD00174,2026-02,945,610,54.92,High Error
FC0000609,PROD00174,2026-03,945,1172,19.37,Acceptable
FC0000610,PROD00174,2026-04,945,947,0.21,Acceptable
FC0000611,PROD00174,2026-05,945,814,16.09,Acceptable
FC0000612,PROD00174,2026-06,945,1038,8.96,Acceptable
FC0000613,PROD00003,2025-01,2033,2174,6.49,Acceptable
FC0000614,PROD00003,2025-02,2033,2143,5.13,Acceptable
FC0000615,PROD00003,2025-03,2033,2048,0.73,Acceptable
FC0000616,PROD00003,2025-04,2033,2022,0.54,Acceptable
FC0000617,PROD00003,2025-05,2033,2253,9.76,Acceptable
FC0000618,PROD00003,2025-06,2033,2076,2.07,Acceptable
FC0000619,PROD00003,2025-07,2033,2051,0.88,Acceptable
FC0000620,PROD00003,2025-08,2033,2278,10.76,Acceptable
FC0000621,PROD00003,2025-09,2033,1956,3.94,Acceptable
FC0000622,PROD00003,2025-10,2033,2195,7.38,Acceptable
FC0000623,PROD00003,2025-11,3026,3086,1.94,Acceptable
FC0000624,PROD00003,2025-12,2856,2990,4.48,Acceptable
FC0000625,PROD00003,2026-01,2033,717,183.54,High Error
FC0000626,PROD00003,2026-02,2033,1252,62.38,High Error
FC0000627,PROD00003,2026-03,2033,1950,4.26,Acceptable
FC0000628,PROD00003,2026-04,2033,1954,4.04,Acceptable
FC0000629,PROD00003,2026-05,2033,1938,4.9,Acceptable
FC0000630,PROD00003,2026-06,2033,2138,4.91,Acceptable
FC0000631,PROD00334,2025-01,4675,4924,5.06,Acceptable
FC0000632,PROD00334,2025-02,4675,4966,5.86,Acceptable
FC0000633,PROD00334,2025-03,4675,4618,1.23,Acceptable
FC0000634,PROD00334,2025-04,4675,4331,7.94,Acceptable
FC0000635,PROD00334,2025-05,4675,4446,5.15,Acceptable
FC0000636,PROD00334,2025-06,4675,4643,0.69,Acceptable
FC0000637,PROD00334,2025-07,4675,4661,0.3,Acceptable
FC0000638,PROD00334,2025-08,4675,4719,0.93,Acceptable
FC0000639,PROD00334,2025-09,4675,4525,3.31,Acceptable
FC0000640,PROD00334,2025-10,4675,4762,1.83,Acceptable
FC0000641,PROD00334,2025-11,4675,4667,0.17,Acceptable
FC0000642,PROD00334,2025-12,4675,4392,6.44,Acceptable
FC0000643,PROD00334,2026-01,4675,4929,5.15,Acceptable
FC0000644,PROD00334,2026-02,4675,4448,5.1,Acceptable
FC0000645,PROD00334,2026-03,4675,4985,6.22,Acceptable
FC0000646,PROD00334,2026-04,4675,4697,0.47,Acceptable
FC0000647,PROD00334,2026-05,4675,4681,0.13,Acceptable
FC0000648,PROD00334,2026-06,4675,4611,1.39,Acceptable
FC0000649,PROD00410,2025-01,1839,2026,9.23,Acceptable
FC0000650,PROD00410,2025-02,1839,2170,15.25,Acceptable
FC0000651,PROD00410,2025-03,1839,2152,14.54,Acceptable
FC0000652,PROD00410,2025-04,1839,1567,17.36,Acceptable
FC0000653,PROD00410,2025-05,1839,2118,13.17,Acceptable
FC0000654,PROD00410,2025-06,1839,1962,6.27,Acceptable
FC0000655,PROD00410,2025-07,1839,1571,17.06,Acceptable
FC0000656,PROD00410,2025-08,1839,1599,15.01,Acceptable
FC0000657,PROD00410,2025-09,1839,1875,1.92,Acceptable
FC0000658,PROD00410,2025-10,1839,1960,6.17,Acceptable
FC0000659,PROD00410,2025-11,1839,1687,9.01,Acceptable
FC0000660,PROD00410,2025-12,1839,1759,4.55,Acceptable
FC0000661,PROD00410,2026-01,1839,1491,23.34,High Error
FC0000662,PROD00410,2026-02,1839,2021,9.01,Acceptable
FC0000663,PROD00410,2026-03,1839,1647,11.66,Acceptable
FC0000664,PROD00410,2026-04,1839,1753,4.91,Acceptable
FC0000665,PROD00410,2026-05,1839,1914,3.92,Acceptable
FC0000666,PROD00410,2026-06,1839,1766,4.13,Acceptable
FC0000667,PROD00071,2025-01,4352,4620,5.8,Acceptable
FC0000668,PROD00071,2025-02,4352,4653,6.47,Acceptable
FC0000669,PROD00071,2025-03,4352,4493,3.14,Acceptable
FC0000670,PROD00071,2025-04,4352,4531,3.95,Acceptable
FC0000671,PROD00071,2025-05,4352,4219,3.15,Acceptable
FC0000672,PROD00071,2025-06,4352,4429,1.74,Acceptable
FC0000673,PROD00071,2025-07,4352,5440,20.0,Acceptable
FC0000674,PROD00071,2025-08,4352,4541,4.16,Acceptable
FC0000675,PROD00071,2025-09,4352,4472,2.68,Acceptable
FC0000676,PROD00071,2025-10,4352,4325,0.62,Acceptable
FC0000677,PROD00071,2025-11,4352,4059,7.22,Acceptable
FC0000678,PROD00071,2025-12,4352,4195,3.74,Acceptable
FC0000679,PROD00071,2026-01,4352,5384,19.17,Acceptable
FC0000680,PROD00071,2026-02,4352,4327,0.58,Acceptable
FC0000681,PROD00071,2026-03,4352,4070,6.93,Acceptable
FC0000682,PROD00071,2026-04,4352,4459,2.4,Acceptable
FC0000683,PROD00071,2026-05,4352,4039,7.75,Acceptable
FC0000684,PROD00071,2026-06,4352,4030,7.99,Acceptable
FC0000685,PROD00210,2025-01,3131,2847,9.98,Acceptable
FC0000686,PROD00210,2025-02,3131,3350,6.54,Acceptable
FC0000687,PROD00210,2025-03,3131,2935,6.68,Acceptable
FC0000688,PROD00210,2025-04,3131,3282,4.6,Acceptable
FC0000689,PROD00210,2025-05,3131,2924,7.08,Acceptable
FC0000690,PROD00210,2025-06,3131,3325,5.83,Acceptable
FC0000691,PROD00210,2025-07,3131,3090,1.33,Acceptable
FC0000692,PROD00210,2025-08,3131,3417,8.37,Acceptable
FC0000693,PROD00210,2025-09,3131,3233,3.15,Acceptable
FC0000694,PROD00210,2025-10,3131,3109,0.71,Acceptable
FC0000695,PROD00210,2025-11,3131,2877,8.83,Acceptable
FC0000696,PROD00210,2025-12,3131,3206,2.34,Acceptable
FC0000697,PROD00210,2026-01,3131,3013,3.92,Acceptable
FC0000698,PROD00210,2026-02,3131,3754,16.6,Acceptable
FC0000699,PROD00210,2026-03,3131,2995,4.54,Acceptable
FC0000700,PROD00210,2026-04,3131,3761,16.75,Acceptable
FC0000701,PROD00210,2026-05,3131,3028,3.4,Acceptable
FC0000702,PROD00210,2026-06,3131,3095,1.16,Acceptable
FC0000703,PROD00064,2025-01,1393,1284,8.49,Acceptable
FC0000704,PROD00064,2025-02,1393,1310,6.34,Acceptable
FC0000705,PROD00064,2025-03,1393,1219,14.27,Acceptable
FC0000706,PROD00064,2025-04,1393,1421,1.97,Acceptable
FC0000707,PROD00064,2025-05,1393,1100,26.64,High Error
FC0000708,PROD00064,2025-06,1393,1228,13.44,Acceptable
FC0000709,PROD00064,2025-07,1393,1369,1.75,Acceptable
FC0000710,PROD00064,2025-08,1393,1122,24.15,High Error
FC0000711,PROD00064,2025-09,1393,1435,2.93,Acceptable
FC0000712,PROD00064,2025-10,1393,1519,8.29,Acceptable
FC0000713,PROD00064,2025-11,1393,1255,11.0,Acceptable
FC0000714,PROD00064,2025-12,1393,1332,4.58,Acceptable
FC0000715,PROD00064,2026-01,1393,1569,11.22,Acceptable
FC0000716,PROD00064,2026-02,1393,1248,11.62,Acceptable
FC0000717,PROD00064,2026-03,1393,2763,49.58,High Error
FC0000718,PROD00064,2026-04,1393,734,89.78,High Error
FC0000719,PROD00064,2026-05,1393,943,47.72,High Error
FC0000720,PROD00064,2026-06,1393,1077,29.34,High Error
FC0000721,PROD00385,2025-01,1562,1288,21.27,High Error
FC0000722,PROD00385,2025-02,1562,1619,3.52,Acceptable
FC0000723,PROD00385,2025-03,1562,2647,40.99,High Error
FC0000724,PROD00385,2025-04,1562,1609,2.92,Acceptable
FC0000725,PROD00385,2025-05,1562,1515,3.1,Acceptable
FC0000726,PROD00385,2025-06,1562,1424,9.69,Acceptable
FC0000727,PROD00385,2025-07,1562,1637,4.58,Acceptable
FC0000728,PROD00385,2025-08,1562,2722,42.62,High Error
FC0000729,PROD00385,2025-09,1562,1596,2.13,Acceptable
FC0000730,PROD00385,2025-10,1562,1425,9.61,Acceptable
FC0000731,PROD00385,2025-11,1562,1587,1.58,Acceptable
FC0000732,PROD00385,2025-12,1562,1287,21.37,High Error
FC0000733,PROD00385,2026-01,1562,1865,16.25,Acceptable
FC0000734,PROD00385,2026-02,1562,1772,11.85,Acceptable
FC0000735,PROD00385,2026-03,1562,1719,9.13,Acceptable
FC0000736,PROD00385,2026-04,1562,762,104.99,High Error
FC0000737,PROD00385,2026-05,1562,1308,19.42,Acceptable
FC0000738,PROD00385,2026-06,1562,1302,19.97,Acceptable
FC0000739,PROD00094,2025-01,2703,2586,4.52,Acceptable
FC0000740,PROD00094,2025-02,2703,2450,10.33,Acceptable
FC0000741,PROD00094,2025-03,2703,3018,10.44,Acceptable
FC0000742,PROD00094,2025-04,2703,2743,1.46,Acceptable
FC0000743,PROD00094,2025-05,2703,2727,0.88,Acceptable
FC0000744,PROD00094,2025-06,2703,4193,35.54,High Error
FC0000745,PROD00094,2025-07,2703,3027,10.7,Acceptable
FC0000746,PROD00094,2025-08,2703,2725,0.81,Acceptable
FC0000747,PROD00094,2025-09,2703,2405,12.39,Acceptable
FC0000748,PROD00094,2025-10,2703,2498,8.21,Acceptable
FC0000749,PROD00094,2025-11,2703,2604,3.8,Acceptable
FC0000750,PROD00094,2025-12,2703,3023,10.59,Acceptable
FC0000751,PROD00094,2026-01,2703,2525,7.05,Acceptable
FC0000752,PROD00094,2026-02,2703,2680,0.86,Acceptable
FC0000753,PROD00094,2026-03,2703,2721,0.66,Acceptable
FC0000754,PROD00094,2026-04,2703,2595,4.16,Acceptable
FC0000755,PROD00094,2026-05,2703,2864,5.62,Acceptable
FC0000756,PROD00094,2026-06,2703,2471,9.39,Acceptable
FC0000757,PROD00486,2025-01,2348,2002,17.28,Acceptable
FC0000758,PROD00486,2025-02,2348,2669,12.03,Acceptable
FC0000759,PROD00486,2025-03,2348,2616,10.24,Acceptable
FC0000760,PROD00486,2025-04,2348,2338,0.43,Acceptable
FC0000761,PROD00486,2025-05,2348,2167,8.35,Acceptable
FC0000762,PROD00486,2025-06,2348,2050,14.54,Acceptable
FC0000763,PROD00486,2025-07,2348,2034,15.44,Acceptable
FC0000764,PROD00486,2025-08,2348,2426,3.22,Acceptable
FC0000765,PROD00486,2025-09,2348,2678,12.32,Acceptable
FC0000766,PROD00486,2025-10,2348,2340,0.34,Acceptable
FC0000767,PROD00486,2025-11,2348,2364,0.68,Acceptable
FC0000768,PROD00486,2025-12,2348,2519,6.79,Acceptable
FC0000769,PROD00486,2026-01,2348,2566,8.5,Acceptable
FC0000770,PROD00486,2026-02,2348,1478,58.86,High Error
FC0000771,PROD00486,2026-03,2348,2212,6.15,Acceptable
FC0000772,PROD00486,2026-04,2348,2447,4.05,Acceptable
FC0000773,PROD00486,2026-05,2348,2396,2.0,Acceptable
FC0000774,PROD00486,2026-06,2348,2041,15.04,Acceptable
FC0000775,PROD00186,2025-01,858,876,2.05,Acceptable
FC0000776,PROD00186,2025-02,858,721,19.0,Acceptable
FC0000777,PROD00186,2025-03,858,715,20.0,Acceptable
FC0000778,PROD00186,2025-04,858,511,67.91,High Error
FC0000779,PROD00186,2025-05,858,636,34.91,High Error
FC0000780,PROD00186,2025-06,858,905,5.19,Acceptable
FC0000781,PROD00186,2025-07,858,2117,59.47,High Error
FC0000782,PROD00186,2025-08,858,819,4.76,Acceptable
FC0000783,PROD00186,2025-09,858,887,3.27,Acceptable
FC0000784,PROD00186,2025-10,858,1221,29.73,High Error
FC0000785,PROD00186,2025-11,858,523,64.05,High Error
FC0000786,PROD00186,2025-12,858,1203,28.68,High Error
FC0000787,PROD00186,2026-01,858,863,0.58,Acceptable
FC0000788,PROD00186,2026-02,858,1036,17.18,Acceptable
FC0000789,PROD00186,2026-03,858,1134,24.34,High Error
FC0000790,PROD00186,2026-04,858,547,56.86,High Error
FC0000791,PROD00186,2026-05,858,838,2.39,Acceptable
FC0000792,PROD00186,2026-06,858,914,6.13,Acceptable
FC0000793,PROD00034,2025-01,4570,4356,4.91,Acceptable
FC0000794,PROD00034,2025-02,4570,4393,4.03,Acceptable
FC0000795,PROD00034,2025-03,4570,4263,7.2,Acceptable
FC0000796,PROD00034,2025-04,4570,4238,7.83,Acceptable
FC0000797,PROD00034,2025-05,4570,4049,12.87,Acceptable
FC0000798,PROD00034,2025-06,4570,4807,4.93,Acceptable
FC0000799,PROD00034,2025-07,4570,3222,41.84,High Error
FC0000800,PROD00034,2025-08,4570,4797,4.73,Acceptable
FC0000801,PROD00034,2025-09,4570,4323,5.71,Acceptable
FC0000802,PROD00034,2025-10,4570,4472,2.19,Acceptable
FC0000803,PROD00034,2025-11,6584,6839,3.73,Acceptable
FC0000804,PROD00034,2025-12,5891,5634,4.56,Acceptable
FC0000805,PROD00034,2026-01,4570,4370,4.58,Acceptable
FC0000806,PROD00034,2026-02,4570,4377,4.41,Acceptable
FC0000807,PROD00034,2026-03,4570,4331,5.52,Acceptable
FC0000808,PROD00034,2026-04,4570,3661,24.83,High Error
FC0000809,PROD00034,2026-05,4570,4787,4.53,Acceptable
FC0000810,PROD00034,2026-06,4570,4343,5.23,Acceptable
FC0000811,PROD00078,2025-01,2708,1747,55.01,High Error
FC0000812,PROD00078,2025-02,2708,2695,0.48,Acceptable
FC0000813,PROD00078,2025-03,2708,2507,8.02,Acceptable
FC0000814,PROD00078,2025-04,2708,2966,8.7,Acceptable
FC0000815,PROD00078,2025-05,2708,2652,2.11,Acceptable
FC0000816,PROD00078,2025-06,2708,2510,7.89,Acceptable
FC0000817,PROD00078,2025-07,2708,2492,8.67,Acceptable
FC0000818,PROD00078,2025-08,2708,2415,12.13,Acceptable
FC0000819,PROD00078,2025-09,2708,1603,68.93,High Error
FC0000820,PROD00078,2025-10,2708,2816,3.84,Acceptable
FC0000821,PROD00078,2025-11,2708,2976,9.01,Acceptable
FC0000822,PROD00078,2025-12,2708,3033,10.72,Acceptable
FC0000823,PROD00078,2026-01,2708,2629,3.0,Acceptable
FC0000824,PROD00078,2026-02,2708,2698,0.37,Acceptable
FC0000825,PROD00078,2026-03,2708,3608,24.94,High Error
FC0000826,PROD00078,2026-04,2708,2938,7.83,Acceptable
FC0000827,PROD00078,2026-05,2708,2163,25.2,High Error
FC0000828,PROD00078,2026-06,2708,2523,7.33,Acceptable
FC0000829,PROD00001,2025-01,3143,2912,7.93,Acceptable
FC0000830,PROD00001,2025-02,3143,3289,4.44,Acceptable
FC0000831,PROD00001,2025-03,3143,2981,5.43,Acceptable
FC0000832,PROD00001,2025-04,3143,3324,5.45,Acceptable
FC0000833,PROD00001,2025-05,3143,3292,4.53,Acceptable
FC0000834,PROD00001,2025-06,3143,3085,1.88,Acceptable
FC0000835,PROD00001,2025-07,3143,3844,18.24,Acceptable
FC0000836,PROD00001,2025-08,3143,3403,7.64,Acceptable
FC0000837,PROD00001,2025-09,3143,3262,3.65,Acceptable
FC0000838,PROD00001,2025-10,3143,3164,0.66,Acceptable
FC0000839,PROD00001,2025-11,4267,3893,9.61,Acceptable
FC0000840,PROD00001,2025-12,3934,4241,7.24,Acceptable
FC0000841,PROD00001,2026-01,3143,3404,7.67,Acceptable
FC0000842,PROD00001,2026-02,3143,2650,18.6,Acceptable
FC0000843,PROD00001,2026-03,3143,3036,3.52,Acceptable
FC0000844,PROD00001,2026-04,3143,2924,7.49,Acceptable
FC0000845,PROD00001,2026-05,3143,2985,5.29,Acceptable
FC0000846,PROD00001,2026-06,3143,3135,0.26,Acceptable
FC0000847,PROD00012,2025-01,3965,3782,4.84,Acceptable
FC0000848,PROD00012,2025-02,3965,4116,3.67,Acceptable
FC0000849,PROD00012,2025-03,3965,3817,3.88,Acceptable
FC0000850,PROD00012,2025-04,3965,4216,5.95,Acceptable
FC0000851,PROD00012,2025-05,3965,3780,4.89,Acceptable
FC0000852,PROD00012,2025-06,3965,4299,7.77,Acceptable
FC0000853,PROD00012,2025-07,3965,4096,3.2,Acceptable
FC0000854,PROD00012,2025-08,3965,4080,2.82,Acceptable
FC0000855,PROD00012,2025-09,3965,3801,4.31,Acceptable
FC0000856,PROD00012,2025-10,3965,3813,3.99,Acceptable
