inventory_id,product_id,warehouse_id,current_stock,reserved_stock,available_stock,safety_stock,reorder_point,last_updated
INV000431,PROD00431,WH008,1005,46,959,234,284,2026-07-06
INV000432,PROD00432,WH008,1046,71,975,63,165,2026-07-06
INV000433,PROD00433,WH002,814,56,758,451,602,2026-07-06
INV000434,PROD00434,WH001,1181,32,1149,239,515,2026-07-06
INV000435,PROD00435,WH001,110,67,43,288,405,2026-07-06
INV000436,PROD00436,WH004,866,122,744,93,314,2026-07-06
INV000437,PROD00437,WH004,1107,8,1099,469,652,2026-07-06
INV000438,PROD00438,WH003,1029,88,941,90,241,2026-07-06
INV000439,PROD00439,WH003,806,175,631,138,430,2026-07-06
INV000440,PROD00440,WH005,357,117,240,90,314,2026-07-06
INV000441,PROD00441,WH008,246,178,68,94,243,2026-07-06
INV000442,PROD00442,WH002,1061,117,944,107,263,2026-07-06
INV000443,PROD00443,WH007,646,176,470,452,575,2026-07-06
INV000444,PROD00444,WH007,17,0,17,69,163,2026-07-06
INV000445,PROD00445,WH005,431,97,334,500,634,2026-07-06
INV000446,PROD00446,WH002,1189,25,1164,222,481,2026-07-06
INV000447,PROD00447,WH005,666,92,574,203,502,2026-07-06
INV000448,PROD00448,WH008,531,47,484,146,309,2026-07-06
INV000449,PROD00449,WH007,1123,67,1056,313,565,2026-07-06
INV000450,PROD00450,WH001,485,68,417,138,237,2026-07-06
INV000451,PROD00451,WH007,965,156,809,234,464,2026-07-06
INV000452,PROD00452,WH008,702,93,609,173,318,2026-07-06
INV000453,PROD00453,WH005,376,127,249,133,397,2026-07-06
INV000454,PROD00454,WH004,868,53,815,75,166,2026-07-06
INV000455,PROD00455,WH003,858,179,679,312,367,2026-07-06
INV000456,PROD00456,WH007,762,93,669,179,384,2026-07-06
INV000457,PROD00457,WH007,820,71,749,285,399,2026-07-06
INV000458,PROD00458,WH005,923,46,877,311,530,2026-07-06
INV000459,PROD00459,WH005,1170,33,1137,296,362,2026-07-06
INV000460,PROD00460,WH007,1179,175,1004,146,234,2026-07-06
INV000461,PROD00461,WH007,468,25,443,419,475,2026-07-06
INV000462,PROD00462,WH008,552,60,492,427,486,2026-07-06
INV000463,PROD00463,WH003,1137,110,1027,482,575,2026-07-06
INV000464,PROD00464,WH006,780,50,730,398,678,2026-07-06
INV000465,PROD00465,WH005,298,189,109,265,516,2026-07-06
INV000466,PROD00466,WH002,306,121,185,290,353,2026-07-06
INV000467,PROD00467,WH006,19,5,14,261,324,2026-07-06
INV000468,PROD00468,WH006,863,127,736,123,253,2026-07-06
INV000469,PROD00469,WH003,275,161,114,374,438,2026-07-06
INV000470,PROD00470,WH007,1058,136,922,452,697,2026-07-06
INV000471,PROD00471,WH006,646,124,522,294,442,2026-07-06
INV000472,PROD00472,WH004,614,64,550,437,700,2026-07-06
INV000473,PROD00473,WH005,1151,145,1006,209,292,2026-07-06
INV000474,PROD00474,WH006,97,50,47,471,532,2026-07-06
INV000475,PROD00475,WH003,202,176,26,225,505,2026-07-06
INV000476,PROD00476,WH003,334,15,319,166,273,2026-07-06
INV000477,PROD00477,WH001,441,65,376,414,630,2026-07-06
INV000478,PROD00478,WH007,975,161,814,384,648,2026-07-06
INV000479,PROD00479,WH004,197,115,82,113,303,2026-07-06
INV000480,PROD00480,WH003,685,66,619,265,484,2026-07-06
INV000481,PROD00481,WH008,739,92,647,311,545,2026-07-06
INV000482,PROD00482,WH005,1147,142,1005,448,565,2026-07-06
INV000483,PROD00483,WH006,527,88,439,330,507,2026-07-06
INV000484,PROD00484,WH008,40,26,14,56,277,2026-07-06
INV000485,PROD00485,WH005,248,89,159,449,629,2026-07-06
INV000486,PROD00486,WH001,407,147,260,201,318,2026-07-06
INV000487,PROD00487,WH002,1179,166,1013,460,683,2026-07-06
INV000488,PROD00488,WH005,1102,44,1058,486,571,2026-07-06
INV000489,PROD00489,WH008,582,90,492,467,604,2026-07-06
INV000490,PROD00490,WH002,665,172,493,403,670,2026-07-06
INV000491,PROD00491,WH008,1045,124,921,482,572,2026-07-06
INV000492,PROD00492,WH008,915,20,895,362,509,2026-07-06
INV000493,PROD00493,WH001,780,157,623,260,422,2026-07-06
INV000494,PROD00494,WH008,586,118,468,315,498,2026-07-06
INV000495,PROD00495,WH008,296,42,254,126,390,2026-07-06
INV000496,PROD00496,WH005,690,107,583,88,330,2026-07-06
INV000497,PROD00497,WH002,1170,103,1067,331,545,2026-07-06
INV000498,PROD00498,WH008,146,20,126,460,656,2026-07-06
INV000499,PROD00499,WH001,331,87,244,304,544,2026-07-06
INV000500,PROD00500,WH004,467,80,387,455,659,2026-07-06
