return_id,product_id,return_reason,warehouse_id,quantity,return_date
RET000448,PROD00241,Customer Changed Mind,WH004,15,2025-12-03
RET000449,PROD00428,Customer Changed Mind,WH002,2,2025-01-31
RET000450,PROD00471,Late Delivery,WH008,9,2025-08-30
RET000451,PROD00074,Damaged,WH002,2,2025-08-18
RET000452,PROD00067,Late Delivery,WH003,9,2025-01-31
RET000453,PROD00201,Damaged,WH002,5,2026-02-16
RET000454,PROD00284,Late Delivery,WH008,6,2026-01-03
RET000455,PROD00365,Wrong Item,WH002,11,2026-02-14
RET000456,PROD00457,Customer Changed Mind,WH002,1,2025-02-23
RET000457,PROD00072,Quality Issue,WH008,2,2026-03-22
RET000458,PROD00273,Wrong Item,WH006,15,2025-10-02
RET000459,PROD00004,Wrong Item,WH006,9,2025-01-19
RET000460,PROD00166,Quality Issue,WH005,5,2025-02-17
RET000461,PROD00282,Wrong Item,WH004,12,2026-06-25
RET000462,PROD00185,Late Delivery,WH008,13,2026-05-28
RET000463,PROD00465,Customer Changed Mind,WH007,10,2025-03-22
RET000464,PROD00396,Late Delivery,WH002,6,2026-06-15
RET000465,PROD00381,Wrong Item,WH004,10,2025-03-24
RET000466,PROD00305,Damaged,WH006,20,2026-01-24
RET000467,PROD00431,Quality Issue,WH001,13,2025-07-29
RET000468,PROD00317,Quality Issue,WH003,8,2025-05-30
RET000469,PROD00026,Wrong Item,WH007,9,2025-12-09
RET000470,PROD00363,Quality Issue,WH002,4,2025-08-03
RET000471,PROD00151,Customer Changed Mind,WH008,2,2025-09-09
RET000472,PROD00377,Quality Issue,WH002,14,2025-11-25
RET000473,PROD00056,Customer Changed Mind,WH005,16,2025-06-15
RET000474,PROD00037,Late Delivery,WH008,2,2026-01-18
RET000475,PROD00397,Customer Changed Mind,WH007,9,2025-02-23
RET000476,PROD00377,Damaged,WH005,13,2026-02-26
RET000477,PROD00107,Customer Changed Mind,WH004,17,2025-10-14
RET000478,PROD00235,Quality Issue,WH001,4,2025-12-27
RET000479,PROD00071,Quality Issue,WH006,18,2026-03-22
RET000480,PROD00322,Quality Issue,WH008,17,2026-02-28
RET000481,PROD00371,Wrong Item,WH003,10,2025-12-07
RET000482,PROD00452,Late Delivery,WH004,20,2026-04-07
RET000483,PROD00154,Damaged,WH004,13,2025-08-03
RET000484,PROD00469,Customer Changed Mind,WH004,5,2025-03-19
RET000485,PROD00093,Damaged,WH004,18,2026-01-23
RET000486,PROD00300,Damaged,WH006,15,2026-02-11
RET000487,PROD00189,Wrong Item,WH004,13,2025-10-20
RET000488,PROD00352,Quality Issue,WH001,7,2025-07-24
RET000489,PROD00417,Damaged,WH008,3,2026-04-08
RET000490,PROD00437,Late Delivery,WH001,15,2026-03-20
RET000491,PROD00417,Quality Issue,WH002,5,2025-10-19
RET000492,PROD00456,Late Delivery,WH007,11,2025-02-10
RET000493,PROD00281,Late Delivery,WH007,11,2025-11-06
RET000494,PROD00336,Quality Issue,WH004,13,2026-03-21
RET000495,PROD00425,Quality Issue,WH004,18,2025-08-03
RET000496,PROD00263,Wrong Item,WH003,5,2025-04-27
RET000497,PROD00113,Wrong Item,WH001,10,2025-06-30
RET000498,PROD00169,Damaged,WH001,8,2025-07-07
RET000499,PROD00072,Customer Changed Mind,WH003,1,2026-05-19
RET000500,PROD00277,Customer Changed Mind,WH008,19,2025-11-06
RET000501,PROD00085,Quality Issue,WH001,3,2025-08-09
RET000502,PROD00049,Wrong Item,WH004,11,2025-06-28
RET000503,PROD00388,Customer Changed Mind,WH004,16,2026-04-04
RET000504,PROD00097,Late Delivery,WH001,3,2026-04-28
RET000505,PROD00179,Customer Changed Mind,WH003,19,2025-07-03
RET000506,PROD00388,Customer Changed Mind,WH003,1,2025-05-13
RET000507,PROD00488,Wrong Item,WH004,15,2025-03-11
RET000508,PROD00039,Late Delivery,WH006,16,2025-01-15
RET000509,PROD00364,Damaged,WH006,2,2025-10-01
RET000510,PROD00413,Late Delivery,WH002,3,2026-04-29
RET000511,PROD00419,Customer Changed Mind,WH003,18,2025-08-20
RET000512,PROD00026,Wrong Item,WH007,19,2025-05-18
RET000513,PROD00125,Late Delivery,WH004,18,2026-03-09
RET000514,PROD00023,Quality Issue,WH004,3,2025-06-01
RET000515,PROD00159,Customer Changed Mind,WH001,1,2025-09-02
RET000516,PROD00294,Wrong Item,WH004,8,2025-08-12
RET000517,PROD00005,Quality Issue,WH004,13,2026-03-21
RET000518,PROD00476,Late Delivery,WH001,10,2025-03-13
RET000519,PROD00341,Quality Issue,WH002,20,2026-05-26
RET000520,PROD00383,Late Delivery,WH007,3,2025-10-23
RET000521,PROD00342,Customer Changed Mind,WH002,17,2025-11-24
RET000522,PROD00498,Damaged,WH001,13,2025-04-24
RET000523,PROD00032,Wrong Item,WH003,6,2025-10-23
RET000524,PROD00124,Damaged,WH008,17,2025-08-30
RET000525,PROD00314,Customer Changed Mind,WH004,5,2025-12-18
RET000526,PROD00466,Damaged,WH001,18,2025-02-12
RET000527,PROD00206,Damaged,WH001,16,2026-06-15
RET000528,PROD00114,Wrong Item,WH003,5,2025-06-12
RET000529,PROD00248,Late Delivery,WH008,17,2026-05-25
RET000530,PROD00030,Damaged,WH002,20,2025-08-31
RET000531,PROD00201,Late Delivery,WH002,1,2025-11-13
RET000532,PROD00257,Customer Changed Mind,WH004,10,2026-06-06
RET000533,PROD00249,Late Delivery,WH003,11,2025-10-03
RET000534,PROD00367,Quality Issue,WH005,5,2025-09-12
RET000535,PROD00112,Customer Changed Mind,WH005,3,2025-10-01
RET000536,PROD00201,Customer Changed Mind,WH006,18,2026-05-23
RET000537,PROD00221,Quality Issue,WH008,2,2025-09-27
RET000538,PROD00244,Wrong Item,WH003,17,2025-06-09
RET000539,PROD00493,Damaged,WH001,20,2025-07-14
RET000540,PROD00482,Late Delivery,WH008,3,2025-03-09
RET000541,PROD00306,Damaged,WH005,8,2025-04-06
RET000542,PROD00460,Customer Changed Mind,WH003,8,2026-04-01
RET000543,PROD00441,Damaged,WH001,5,2025-11-14
RET000544,PROD00083,Wrong Item,WH006,2,2025-11-05
RET000545,PROD00163,Customer Changed Mind,WH007,7,2025-11-26
RET000546,PROD00257,Damaged,WH007,6,2025-04-19
RET000547,PROD00026,Customer Changed Mind,WH005,10,2026-03-10
RET000548,PROD00391,Customer Changed Mind,WH008,15,2025-03-09
RET000549,PROD00042,Customer Changed Mind,WH007,3,2026-03-19
RET000550,PROD00424,Quality Issue,WH008,6,2026-04-26
RET000551,PROD00381,Wrong Item,WH001,10,2026-03-04
RET000552,PROD00437,Customer Changed Mind,WH008,12,2025-06-24
RET000553,PROD00217,Damaged,WH002,10,2025-04-01
RET000554,PROD00004,Damaged,WH001,17,2025-03-06
RET000555,PROD00041,Late Delivery,WH003,7,2025-06-03
RET000556,PROD00241,Quality Issue,WH006,4,2025-02-18
RET000557,PROD00325,Quality Issue,WH007,18,2025-04-29
RET000558,PROD00292,Late Delivery,WH002,11,2025-06-14
RET000559,PROD00114,Customer Changed Mind,WH001,2,2025-06-05
RET000560,PROD00384,Customer Changed Mind,WH007,1,2025-11-14
RET000561,PROD00484,Late Delivery,WH007,19,2026-01-09
RET000562,PROD00176,Late Delivery,WH001,17,2025-01-25
RET000563,PROD00450,Customer Changed Mind,WH006,3,2025-11-04
RET000564,PROD00489,Damaged,WH005,5,2026-05-02
RET000565,PROD00017,Late Delivery,WH008,7,2025-02-20
RET000566,PROD00304,Customer Changed Mind,WH008,18,2025-01-23
RET000567,PROD00350,Late Delivery,WH003,13,2026-03-28
RET000568,PROD00392,Wrong Item,WH003,17,2025-08-18
RET000569,PROD00153,Late Delivery,WH002,8,2025-09-18
RET000570,PROD00163,Wrong Item,WH006,18,2025-08-25
RET000571,PROD00110,Wrong Item,WH002,2,2025-02-25
RET000572,PROD00276,Quality Issue,WH008,1,2025-08-09
RET000573,PROD00469,Wrong Item,WH004,7,2025-01-29
RET000574,PROD00142,Customer Changed Mind,WH003,7,2025-11-22
RET000575,PROD00046,Damaged,WH007,6,2025-12-05
RET000576,PROD00034,Late Delivery,WH002,12,2026-04-25
RET000577,PROD00115,Damaged,WH004,6,2026-04-30
RET000578,PROD00352,Quality Issue,WH001,9,2026-06-04
RET000579,PROD00273,Quality Issue,WH002,10,2025-04-09
RET000580,PROD00480,Late Delivery,WH005,8,2025-08-19
RET000581,PROD00057,Customer Changed Mind,WH002,17,2025-11-08
RET000582,PROD00034,Late Delivery,WH006,11,2025-06-04
RET000583,PROD00065,Late Delivery,WH007,10,2026-04-09
RET000584,PROD00071,Wrong Item,WH004,2,2025-08-27
RET000585,PROD00122,Damaged,WH004,2,2025-10-06
RET000586,PROD00485,Customer Changed Mind,WH002,17,2025-12-14
RET000587,PROD00112,Late Delivery,WH006,8,2025-05-02
RET000588,PROD00262,Damaged,WH007,5,2025-12-18
RET000589,PROD00157,Late Delivery,WH001,20,2025-06-05
RET000590,PROD00221,Customer Changed Mind,WH002,19,2025-10-10
RET000591,PROD00470,Wrong Item,WH008,7,2025-09-15
RET000592,PROD00374,Wrong Item,WH002,6,2025-09-01
RET000593,PROD00480,Customer Changed Mind,WH007,12,2025-07-29
RET000594,PROD00044,Quality Issue,WH006,2,2025-12-11
RET000595,PROD00394,Wrong Item,WH001,18,2025-06-10
RET000596,PROD00499,Late Delivery,WH004,18,2025-01-19
RET000597,PROD00415,Quality Issue,WH003,15,2025-11-01
RET000598,PROD00098,Damaged,WH004,6,2026-01-14
RET000599,PROD00090,Quality Issue,WH006,3,2025-10-14
RET000600,PROD00435,Late Delivery,WH002,9,2025-07-13
RET000601,PROD00328,Damaged,WH003,2,2026-03-22
RET000602,PROD00119,Late Delivery,WH001,15,2025-04-28
RET000603,PROD00359,Wrong Item,WH005,1,2026-06-03
RET000604,PROD00338,Quality Issue,WH008,3,2025-01-06
RET000605,PROD00372,Damaged,WH002,1,2026-03-08
RET000606,PROD00038,Damaged,WH008,8,2025-08-14
RET000607,PROD00198,Customer Changed Mind,WH007,7,2025-11-13
RET000608,PROD00431,Damaged,WH006,12,2025-06-29
RET000609,PROD00061,Wrong Item,WH008,11,2025-08-15
RET000610,PROD00116,Damaged,WH008,11,2025-07-26
RET000611,PROD00227,Customer Changed Mind,WH007,4,2025-05-15
RET000612,PROD00013,Wrong Item,WH005,1,2025-07-09
RET000613,PROD00401,Damaged,WH003,11,2025-02-18
RET000614,PROD00103,Quality Issue,WH006,18,2025-07-22
RET000615,PROD00258,Customer Changed Mind,WH004,11,2025-03-27
RET000616,PROD00412,Damaged,WH003,5,2025-02-09
RET000617,PROD00313,Late Delivery,WH001,17,2026-04-30
RET000618,PROD00257,Late Delivery,WH008,17,2026-05-18
RET000619,PROD00388,Wrong Item,WH004,12,2025-09-25
RET000620,PROD00094,Customer Changed Mind,WH001,6,2025-03-25
RET000621,PROD00081,Late Delivery,WH003,4,2026-03-21
RET000622,PROD00047,Customer Changed Mind,WH003,18,2025-11-05
RET000623,PROD00212,Late Delivery,WH002,13,2026-06-07
RET000624,PROD00106,Late Delivery,WH005,16,2025-08-27
RET000625,PROD00001,Customer Changed Mind,WH003,16,2026-04-25
RET000626,PROD00172,Customer Changed Mind,WH004,20,2026-03-03
RET000627,PROD00068,Damaged,WH006,12,2025-06-04
RET000628,PROD00085,Late Delivery,WH008,1,2025-03-24
RET000629,PROD00239,Late Delivery,WH004,8,2025-09-15
RET000630,PROD00086,Late Delivery,WH004,9,2025-01-12
RET000631,PROD00049,Customer Changed Mind,WH002,12,2025-10-06
RET000632,PROD00496,Wrong Item,WH007,17,2026-06-08
RET000633,PROD00485,Late Delivery,WH005,8,2026-04-27
RET000634,PROD00067,Quality Issue,WH004,4,2025-09-02
RET000635,PROD00403,Damaged,WH003,20,2025-09-27
RET000636,PROD00415,Wrong Item,WH001,2,2025-01-22
RET000637,PROD00077,Damaged,WH004,20,2025-04-19
RET000638,PROD00140,Damaged,WH002,10,2025-04-03
RET000639,PROD00053,Quality Issue,WH006,12,2025-01-13
RET000640,PROD00317,Customer Changed Mind,WH007,6,2026-04-25
RET000641,PROD00310,Quality Issue,WH004,9,2025-03-15
RET000642,PROD00005,Late Delivery,WH005,8,2026-06-03
RET000643,PROD00283,Late Delivery,WH004,10,2025-03-02
RET000644,PROD00046,Quality Issue,WH006,12,2025-09-25
RET000645,PROD00249,Customer Changed Mind,WH003,8,2025-01-22
RET000646,PROD00351,Customer Changed Mind,WH002,13,2025-05-29
RET000647,PROD00331,Wrong Item,WH008,3,2025-03-24
RET000648,PROD00462,Customer Changed Mind,WH001,16,2025-12-01
RET000649,PROD00052,Wrong Item,WH008,4,2025-08-20
RET000650,PROD00134,Quality Issue,WH004,12,2025-11-11
RET000651,PROD00042,Late Delivery,WH003,18,2025-12-18
RET000652,PROD00018,Quality Issue,WH007,7,2025-11-09
RET000653,PROD00192,Wrong Item,WH001,7,2026-03-31
RET000654,PROD00360,Wrong Item,WH004,5,2025-06-20
RET000655,PROD00071,Quality Issue,WH001,10,2025-05-10
RET000656,PROD00022,Wrong Item,WH003,16,2025-09-25
RET000657,PROD00023,Damaged,WH003,13,2025-10-27
RET000658,PROD00406,Late Delivery,WH006,20,2025-12-28
RET000659,PROD00228,Late Delivery,WH006,18,2025-07-04
RET000660,PROD00289,Wrong Item,WH004,8,2025-02-21
RET000661,PROD00149,Damaged,WH002,17,2025-05-04
RET000662,PROD00174,Late Delivery,WH001,11,2025-12-29
RET000663,PROD00357,Late Delivery,WH004,17,2025-04-06
RET000664,PROD00087,Wrong Item,WH008,8,2026-06-19
RET000665,PROD00248,Late Delivery,WH001,19,2026-05-15
RET000666,PROD00357,Late Delivery,WH008,3,2025-09-23
RET000667,PROD00133,Wrong Item,WH003,10,2025-03-09
RET000668,PROD00029,Quality Issue,WH003,3,2025-02-09
RET000669,PROD00474,Quality Issue,WH002,8,2025-10-19
RET000670,PROD00304,Late Delivery,WH005,15,2025-08-10
RET000671,PROD00390,Wrong Item,WH008,2,2025-07-13
RET000672,PROD00193,Late Delivery,WH006,12,2025-06-22
RET000673,PROD00311,Wrong Item,WH005,18,2026-02-05
RET000674,PROD00381,Late Delivery,WH002,12,2025-05-03
RET000675,PROD00279,Quality Issue,WH002,18,2026-04-20
RET000676,PROD00234,Quality Issue,WH005,19,2025-02-27
RET000677,PROD00097,Wrong Item,WH004,20,2025-05-19
RET000678,PROD00114,Quality Issue,WH006,5,2026-03-16
RET000679,PROD00232,Late Delivery,WH002,9,2026-06-30
RET000680,PROD00110,Customer Changed Mind,WH001,17,2025-04-19
RET000681,PROD00146,Quality Issue,WH005,11,2025-07-04
RET000682,PROD00001,Late Delivery,WH006,14,2026-04-09
RET000683,PROD00354,Customer Changed Mind,WH003,12,2025-12-24
RET000684,PROD00033,Quality Issue,WH007,7,2025-01-19
RET000685,PROD00057,Quality Issue,WH004,14,2025-08-21
RET000686,PROD00015,Wrong Item,WH006,8,2025-10-23
RET000687,PROD00112,Damaged,WH003,4,2026-05-23
RET000688,PROD00320,Quality Issue,WH004,2,2025-10-27
RET000689,PROD00454,Damaged,WH001,20,2026-05-27
RET000690,PROD00399,Customer Changed Mind,WH004,1,2025-12-03
RET000691,PROD00422,Wrong Item,WH007,7,2025-09-21
RET000692,PROD00499,Wrong Item,WH002,2,2025-06-02
RET000693,PROD00435,Quality Issue,WH006,11,2025-07-01
RET000694,PROD00160,Late Delivery,WH008,9,2026-05-25
RET000695,PROD00038,Customer Changed Mind,WH004,13,2025-10-26
RET000696,PROD00408,Quality Issue,WH004,11,2026-02-07
RET000697,PROD00062,Damaged,WH007,1,2025-05-28
RET000698,PROD00466,Wrong Item,WH005,2,2026-06-17
RET000699,PROD00018,Customer Changed Mind,WH008,9,2025-06-20
RET000700,PROD00266,Customer Changed Mind,WH004,19,2025-01-04
RET000701,PROD00330,Late Delivery,WH007,9,2025-07-28
RET000702,PROD00143,Customer Changed Mind,WH004,12,2026-05-02
RET000703,PROD00134,Customer Changed Mind,WH006,13,2025-08-13
RET000704,PROD00071,Damaged,WH006,10,2025-06-17
RET000705,PROD00121,Quality Issue,WH003,14,2025-06-03
RET000706,PROD00260,Damaged,WH003,14,2026-04-11
RET000707,PROD00234,Damaged,WH002,7,2026-05-05
RET000708,PROD00075,Damaged,WH002,14,2026-03-18
RET000709,PROD00198,Quality Issue,WH004,6,2026-02-01
RET000710,PROD00454,Damaged,WH008,15,2025-05-26
RET000711,PROD00105,Customer Changed Mind,WH005,3,2025-12-24
RET000712,PROD00225,Late Delivery,WH008,16,2025-11-02
RET000713,PROD00209,Damaged,WH005,11,2025-07-02
RET000714,PROD00143,Wrong Item,WH008,13,2025-08-19
RET000715,PROD00263,Customer Changed Mind,WH002,14,2026-04-13
RET000716,PROD00347,Quality Issue,WH007,5,2025-05-21
RET000717,PROD00234,Wrong Item,WH007,2,2025-10-07
RET000718,PROD00300,Wrong Item,WH001,2,2026-02-15
RET000719,PROD00013,Customer Changed Mind,WH003,7,2026-04-22
RET000720,PROD00364,Customer Changed Mind,WH002,16,2025-08-10
RET000721,PROD00163,Quality Issue,WH004,12,2026-05-28
RET000722,PROD00145,Wrong Item,WH003,3,2026-03-05
RET000723,PROD00385,Customer Changed Mind,WH008,18,2025-04-22
RET000724,PROD00336,Quality Issue,WH003,13,2025-04-16
RET000725,PROD00016,Quality Issue,WH008,8,2026-06-23
RET000726,PROD00454,Damaged,WH001,12,2025-12-03
RET000727,PROD00006,Wrong Item,WH005,10,2026-04-19
RET000728,PROD00457,Customer Changed Mind,WH006,1,2026-02-26
RET000729,PROD00075,Customer Changed Mind,WH005,15,2025-02-07
RET000730,PROD00046,Quality Issue,WH003,19,2025-09-25
RET000731,PROD00183,Quality Issue,WH002,13,2025-08-28
RET000732,PROD00100,Wrong Item,WH001,18,2026-02-26
RET000733,PROD00116,Customer Changed Mind,WH003,19,2026-04-01
RET000734,PROD00419,Customer Changed Mind,WH007,8,2026-02-08
RET000735,PROD00233,Quality Issue,WH008,14,2026-03-14
RET000736,PROD00125,Customer Changed Mind,WH007,13,2025-08-25
RET000737,PROD00141,Late Delivery,WH003,16,2025-08-24
RET000738,PROD00489,Quality Issue,WH001,1,2025-09-02
RET000739,PROD00448,Late Delivery,WH006,1,2026-04-09
RET000740,PROD00384,Damaged,WH005,4,2025-09-20
RET000741,PROD00334,Customer Changed Mind,WH004,17,2025-07-20
RET000742,PROD00260,Damaged,WH002,15,2025-02-22
RET000743,PROD00436,Wrong Item,WH003,1,2025-11-21
RET000744,PROD00147,Customer Changed Mind,WH001,16,2026-04-26
RET000745,PROD00217,Customer Changed Mind,WH007,4,2026-05-10
RET000746,PROD00172,Wrong Item,WH006,14,2026-06-13
RET000747,PROD00149,Quality Issue,WH007,9,2025-03-12
RET000748,PROD00257,Wrong Item,WH001,5,2025-02-11
RET000749,PROD00366,Wrong Item,WH003,6,2025-01-27
RET000750,PROD00231,Late Delivery,WH007,14,2025-11-05
RET000751,PROD00429,Quality Issue,WH006,3,2025-03-27
RET000752,PROD00316,Late Delivery,WH007,13,2026-04-30
RET000753,PROD00286,Wrong Item,WH007,12,2026-02-24
RET000754,PROD00469,Damaged,WH005,7,2026-05-25
RET000755,PROD00391,Wrong Item,WH004,19,2026-06-27
RET000756,PROD00077,Wrong Item,WH005,1,2025-06-29
RET000757,PROD00090,Wrong Item,WH007,20,2025-05-02
RET000758,PROD00175,Quality Issue,WH007,9,2025-03-21
RET000759,PROD00433,Quality Issue,WH008,10,2026-01-10
RET000760,PROD00004,Quality Issue,WH004,11,2025-06-21
RET000761,PROD00428,Damaged,WH008,1,2025-09-26
RET000762,PROD00239,Late Delivery,WH008,5,2025-11-26
RET000763,PROD00161,Customer Changed Mind,WH003,14,2025-02-19
RET000764,PROD00227,Quality Issue,WH006,5,2025-10-02
RET000765,PROD00411,Quality Issue,WH005,16,2026-02-27
RET000766,PROD00279,Customer Changed Mind,WH002,14,2025-04-24
RET000767,PROD00085,Customer Changed Mind,WH001,16,2026-02-24
RET000768,PROD00373,Damaged,WH001,1,2025-08-26
RET000769,PROD00112,Quality Issue,WH008,16,2025-03-23
RET000770,PROD00451,Quality Issue,WH001,2,2026-02-16
RET000771,PROD00451,Wrong Item,WH001,1,2025-07-03
RET000772,PROD00218,Quality Issue,WH005,5,2025-09-13
RET000773,PROD00023,Customer Changed Mind,WH003,5,2025-08-11
RET000774,PROD00410,Late Delivery,WH006,6,2025-09-12
RET000775,PROD00053,Damaged,WH005,4,2025-05-25
RET000776,PROD00104,Late Delivery,WH006,13,2025-06-19
RET000777,PROD00053,Damaged,WH003,1,2025-07-10
RET000778,PROD00128,Late Delivery,WH005,1,2025-06-23
RET000779,PROD00401,Damaged,WH002,7,2025-09-16
RET000780,PROD00050,Late Delivery,WH005,12,2026-02-17
RET000781,PROD00404,Late Delivery,WH006,4,2025-06-13
RET000782,PROD00162,Quality Issue,WH006,14,2026-04-01
RET000783,PROD00327,Quality Issue,WH005,20,2025-08-14
RET000784,PROD00019,Damaged,WH003,14,2025-11-28
RET000785,PROD00164,Customer Changed Mind,WH008,12,2025-06-01
RET000786,PROD00300,Wrong Item,WH001,7,2026-05-18
RET000787,PROD00397,Late Delivery,WH004,1,2025-04-12
RET000788,PROD00264,Damaged,WH005,8,2026-02-20
RET000789,PROD00070,Customer Changed Mind,WH006,17,2025-07-01
RET000790,PROD00138,Quality Issue,WH001,20,2025-10-24
RET000791,PROD00184,Quality Issue,WH002,18,2025-01-22
RET000792,PROD00359,Wrong Item,WH008,3,2025-05-12
RET000793,PROD00160,Late Delivery,WH005,19,2025-03-03
RET000794,PROD00427,Quality Issue,WH002,4,2025-03-02
RET000795,PROD00465,Quality Issue,WH005,14,2025-08-17
RET000796,PROD00303,Quality Issue,WH008,17,2025-02-25
RET000797,PROD00064,Customer Changed Mind,WH001,7,2025-11-18
RET000798,PROD00129,Wrong Item,WH008,16,2025-04-13
RET000799,PROD00118,Late Delivery,WH004,18,2025-02-08
RET000800,PROD00423,Late Delivery,WH002,17,2026-05-27
RET000801,PROD00018,Wrong Item,WH005,6,2025-12-16
RET000802,PROD00259,Damaged,WH004,19,2026-04-08
RET000803,PROD00440,Quality Issue,WH004,8,2026-04-19
RET000804,PROD00050,Damaged,WH001,9,2026-06-11
RET000805,PROD00240,Late Delivery,WH004,6,2025-04-03
RET000806,PROD00320,Customer Changed Mind,WH005,10,2026-03-04
RET000807,PROD00168,Damaged,WH005,5,2025-05-07
RET000808,PROD00208,Wrong Item,WH001,2,2025-07-30
RET000809,PROD00216,Late Delivery,WH007,6,2026-02-01
RET000810,PROD00426,Wrong Item,WH005,18,2025-07-14
RET000811,PROD00198,Customer Changed Mind,WH002,20,2026-05-13
RET000812,PROD00203,Late Delivery,WH003,3,2025-08-23
RET000813,PROD00030,Late Delivery,WH008,10,2025-03-07
RET000814,PROD00395,Quality Issue,WH006,16,2026-02-11
RET000815,PROD00241,Wrong Item,WH006,3,2025-08-13
RET000816,PROD00363,Damaged,WH006,14,2025-09-14
RET000817,PROD00450,Quality Issue,WH004,3,2025-03-13
RET000818,PROD00230,Late Delivery,WH004,5,2025-07-01
RET000819,PROD00225,Customer Changed Mind,WH008,19,2025-04-29
RET000820,PROD00095,Late Delivery,WH008,13,2025-06-07
RET000821,PROD00042,Quality Issue,WH005,2,2025-04-27
RET000822,PROD00321,Late Delivery,WH004,2,2025-08-22
RET000823,PROD00153,Late Delivery,WH007,17,2025-02-10
RET000824,PROD00105,Damaged,WH008,5,2025-10-05
RET000825,PROD00392,Wrong Item,WH005,2,2026-05-17
RET000826,PROD00457,Customer Changed Mind,WH008,11,2026-02-05
RET000827,PROD00289,Damaged,WH004,6,2025-09-27
RET000828,PROD00046,Wrong Item,WH001,4,2026-01-29
RET000829,PROD00274,Damaged,WH003,5,2025-11-24
RET000830,PROD00447,Wrong Item,WH001,19,2026-06-01
RET000831,PROD00462,Wrong Item,WH002,8,2025-06-05
RET000832,PROD00306,Quality Issue,WH001,9,2025-07-31
RET000833,PROD00085,Damaged,WH004,17,2025-11-26
RET000834,PROD00313,Damaged,WH008,6,2026-02-24
RET000835,PROD00196,Wrong Item,WH001,14,2025-11-02
RET000836,PROD00227,Customer Changed Mind,WH008,7,2025-05-23
RET000837,PROD00326,Late Delivery,WH002,5,2025-10-08
RET000838,PROD00047,Damaged,WH008,5,2026-01-14
RET000839,PROD00432,Late Delivery,WH007,16,2025-12-10
RET000840,PROD00238,Damaged,WH007,2,2025-09-05
RET000841,PROD00132,Quality Issue,WH007,7,2025-06-08
RET000842,PROD00470,Customer Changed Mind,WH008,14,2025-10-31
RET000843,PROD00043,Quality Issue,WH002,5,2026-01-06
RET000844,PROD00165,Damaged,WH007,20,2026-06-27
RET000845,PROD00109,Late Delivery,WH003,4,2025-12-23
RET000846,PROD00317,Damaged,WH006,7,2025-04-18
RET000847,PROD00085,Quality Issue,WH002,11,2025-03-22
RET000848,PROD00341,Quality Issue,WH008,18,2026-01-27
RET000849,PROD00236,Customer Changed Mind,WH008,4,2025-12-12
RET000850,PROD00212,Late Delivery,WH002,4,2025-08-05
RET000851,PROD00271,Customer Changed Mind,WH003,18,2025-05-14
RET000852,PROD00272,Damaged,WH001,9,2026-06-17
RET000853,PROD00242,Wrong Item,WH006,6,2025-06-22
RET000854,PROD00328,Quality Issue,WH007,11,2025-09-17
RET000855,PROD00115,Late Delivery,WH006,2,2026-01-02
RET000856,PROD00197,Late Delivery,WH006,9,2026-05-29
RET000857,PROD00425,Late Delivery,WH001,13,2026-06-15
RET000858,PROD00401,Late Delivery,WH004,19,2025-02-21
RET000859,PROD00258,Customer Changed Mind,WH005,20,2026-05-02
RET000860,PROD00047,Late Delivery,WH001,13,2025-11-08
RET000861,PROD00461,Wrong Item,WH007,19,2025-02-09
RET000862,PROD00019,Customer Changed Mind,WH006,20,2025-02-05
RET000863,PROD00279,Damaged,WH006,5,2025-11-11
RET000864,PROD00248,Customer Changed Mind,WH001,6,2025-04-18
RET000865,PROD00158,Quality Issue,WH008,16,2025-01-01
RET000866,PROD00291,Damaged,WH002,11,2025-07-18
RET000867,PROD00352,Damaged,WH003,19,2025-08-24
RET000868,PROD00255,Wrong Item,WH004,13,2025-08-14
RET000869,PROD00150,Quality Issue,WH001,12,2026-04-22
RET000870,PROD00426,Customer Changed Mind,WH008,19,2025-05-25
RET000871,PROD00415,Late Delivery,WH004,18,2025-05-20
RET000872,PROD00200,Damaged,WH003,15,2025-11-11
RET000873,PROD00010,Wrong Item,WH003,12,2025-04-17
RET000874,PROD00285,Wrong Item,WH003,12,2025-08-14
RET000875,PROD00024,Customer Changed Mind,WH005,1,2026-06-17
RET000876,PROD00112,Damaged,WH007,6,2025-11-08
RET000877,PROD00042,Late Delivery,WH003,5,2026-05-13
RET000878,PROD00007,Wrong Item,WH002,3,2025-04-10
RET000879,PROD00002,Late Delivery,WH005,10,2025-11-30
RET000880,PROD00117,Late Delivery,WH001,5,2026-06-11
RET000881,PROD00064,Quality Issue,WH002,1,2025-11-02
RET000882,PROD00390,Quality Issue,WH002,1,2025-03-14
RET000883,PROD00281,Damaged,WH004,16,2026-05-22
RET000884,PROD00400,Customer Changed Mind,WH008,8,2026-05-12
RET000885,PROD00177,Customer Changed Mind,WH006,4,2025-01-16
RET000886,PROD00391,Quality Issue,WH001,15,2025-11-07
RET000887,PROD00281,Quality Issue,WH003,2,2025-07-14
RET000888,PROD00022,Damaged,WH004,6,2025-11-12
RET000889,PROD00295,Damaged,WH005,10,2025-11-02
RET000890,PROD00222,Damaged,WH003,3,2025-01-21
RET000891,PROD00198,Customer Changed Mind,WH006,14,2026-04-01
RET000892,PROD00436,Late Delivery,WH004,13,2025-07-30
RET000893,PROD00428,Late Delivery,WH006,12,2025-03-13
RET000894,PROD00217,Damaged,WH003,20,2025-02-03
