product_id,product_name,category,brand,unit_price,supplier_id,warehouse_id,safety_stock,reorder_point
PROD00312,Core Beauty Item 312,Beauty,Apex,471.77,SUP015,WH006,104,177
PROD00313,Nova Health Item 313,Health,Prime,218.33,SUP018,WH007,117,189
PROD00314,Apex Home Goods Item 314,Home Goods,Nova,300.48,SUP011,WH007,95,235
PROD00315,Zenith Electronics Item 315,Electronics,Nova,363.8,SUP018,WH004,261,410
PROD00316,Fresh Apparel Item 316,Apparel,Zenith,154.06,SUP016,WH003,136,221
PROD00317,Prime Home Goods Item 317,Home Goods,Fresh,153.38,SUP003,WH006,272,392
PROD00318,Urban Health Item 318,Health,Metro,298.93,SUP007,WH008,419,629
PROD00319,Prime Home Goods Item 319,Home Goods,Fresh,169.45,SUP020,WH007,205,256
PROD00320,Metro Beauty Item 320,Beauty,Prime,153.72,SUP020,WH004,221,381
PROD00321,Core Automotive Item 321,Automotive,Fresh,484.52,SUP010,WH008,140,436
PROD00322,Core Grocery Item 322,Grocery,Fresh,185.68,SUP019,WH004,242,363
PROD00323,Apex Apparel Item 323,Apparel,Urban,222.04,SUP010,WH002,422,590
PROD00324,Metro Office Supplies Item 324,Office Supplies,Zenith,124.8,SUP005,WH007,121,333
PROD00325,Nova Office Supplies Item 325,Office Supplies,Metro,293.21,SUP018,WH007,279,482
PROD00326,Core Electronics Item 326,Electronics,Nova,59.14,SUP008,WH006,409,688
PROD00327,Apex Apparel Item 327,Apparel,Fresh,483.57,SUP011,WH007,338,553
PROD00328,Apex Home Goods Item 328,Home Goods,Urban,257.78,SUP017,WH004,100,216
PROD00329,Core Automotive Item 329,Automotive,Prime,175.76,SUP001,WH008,250,418
PROD00330,Zenith Home Goods Item 330,Home Goods,Nova,62.45,SUP005,WH006,262,547
PROD00331,Core Health Item 331,Health,Urban,262.95,SUP012,WH008,283,533
PROD00332,Metro Home Goods Item 332,Home Goods,Metro,162.86,SUP010,WH001,419,647
PROD00333,Apex Home Goods Item 333,Home Goods,Nova,340.18,SUP006,WH004,484,621
PROD00334,Prime Apparel Item 334,Apparel,Fresh,479.44,SUP008,WH007,219,412
PROD00335,Prime Apparel Item 335,Apparel,Fresh,200.81,SUP020,WH004,377,595
PROD00336,Fresh Automotive Item 336,Automotive,Urban,106.86,SUP003,WH002,249,300
PROD00337,Core Apparel Item 337,Apparel,Metro,61.41,SUP016,WH006,216,316
PROD00338,Fresh Office Supplies Item 338,Office Supplies,Core,179.23,SUP015,WH003,350,429
PROD00339,Nova Health Item 339,Health,Core,63.34,SUP010,WH002,394,478
PROD00340,Core Apparel Item 340,Apparel,Fresh,212.03,SUP005,WH007,405,491
PROD00341,Prime Office Supplies Item 341,Office Supplies,Prime,279.68,SUP016,WH005,299,511
PROD00342,Prime Apparel Item 342,Apparel,Metro,311.61,SUP012,WH001,211,476
PROD00343,Prime Automotive Item 343,Automotive,Fresh,482.1,SUP017,WH008,149,407
PROD00344,Metro Office Supplies Item 344,Office Supplies,Metro,246.91,SUP003,WH001,262,493
PROD00345,Zenith Grocery Item 345,Grocery,Urban,271.12,SUP006,WH008,66,186
PROD00346,Nova Automotive Item 346,Automotive,Zenith,388.68,SUP012,WH001,343,422
PROD00347,Urban Automotive Item 347,Automotive,Urban,152.37,SUP002,WH008,267,343
PROD00348,Core Health Item 348,Health,Nova,222.34,SUP004,WH004,491,750
PROD00349,Core Grocery Item 349,Grocery,Fresh,87.16,SUP005,WH004,490,721
PROD00350,Apex Grocery Item 350,Grocery,Zenith,300.44,SUP006,WH006,341,480
PROD00351,Zenith Health Item 351,Health,Nova,72.12,SUP014,WH001,343,461
PROD00352,Prime Health Item 352,Health,Prime,128.59,SUP011,WH004,409,680
PROD00353,Metro Office Supplies Item 353,Office Supplies,Zenith,315.77,SUP013,WH008,122,319
PROD00354,Nova Home Goods Item 354,Home Goods,Zenith,348.88,SUP012,WH008,256,437
PROD00355,Core Automotive Item 355,Automotive,Nova,366.81,SUP015,WH006,347,397
PROD00356,Fresh Home Goods Item 356,Home Goods,Fresh,413.3,SUP016,WH005,161,458
PROD00357,Zenith Beauty Item 357,Beauty,Prime,285.24,SUP016,WH006,222,412
PROD00358,Apex Electronics Item 358,Electronics,Metro,13.06,SUP006,WH008,100,310
PROD00359,Apex Automotive Item 359,Automotive,Prime,441.66,SUP010,WH003,269,370
PROD00360,Nova Health Item 360,Health,Zenith,45.8,SUP006,WH001,385,527
PROD00361,Zenith Office Supplies Item 361,Office Supplies,Urban,217.47,SUP003,WH002,421,650
PROD00362,Urban Electronics Item 362,Electronics,Prime,298.87,SUP017,WH008,294,363
PROD00363,Apex Electronics Item 363,Electronics,Nova,494.14,SUP014,WH003,406,543
PROD00364,Nova Automotive Item 364,Automotive,Nova,366.73,SUP004,WH002,167,315
PROD00365,Core Beauty Item 365,Beauty,Fresh,387.86,SUP005,WH003,203,288
PROD00366,Apex Home Goods Item 366,Home Goods,Prime,222.85,SUP007,WH003,362,578
PROD00367,Metro Office Supplies Item 367,Office Supplies,Nova,448.81,SUP005,WH002,490,595
PROD00368,Core Office Supplies Item 368,Office Supplies,Prime,127.65,SUP003,WH004,269,399
PROD00369,Apex Health Item 369,Health,Zenith,106.7,SUP020,WH004,484,750
PROD00370,Zenith Office Supplies Item 370,Office Supplies,Urban,249.97,SUP004,WH004,380,443
PROD00371,Nova Automotive Item 371,Automotive,Apex,493.51,SUP011,WH003,320,597
PROD00372,Fresh Office Supplies Item 372,Office Supplies,Prime,382.55,SUP003,WH001,237,426
PROD00373,Apex Home Goods Item 373,Home Goods,Apex,461.68,SUP013,WH005,184,289
PROD00374,Fresh Office Supplies Item 374,Office Supplies,Nova,322.07,SUP018,WH003,409,561
PROD00375,Nova Health Item 375,Health,Urban,487.29,SUP005,WH006,208,278
PROD00376,Nova Office Supplies Item 376,Office Supplies,Fresh,366.33,SUP008,WH001,208,436
PROD00377,Nova Grocery Item 377,Grocery,Metro,308.09,SUP002,WH005,272,351
PROD00378,Nova Apparel Item 378,Apparel,Prime,352.24,SUP006,WH008,56,287
PROD00379,Zenith Beauty Item 379,Beauty,Prime,376.14,SUP009,WH002,135,280
PROD00380,Core Electronics Item 380,Electronics,Zenith,264.31,SUP009,WH002,463,622
PROD00381,Metro Automotive Item 381,Automotive,Apex,252.31,SUP019,WH003,311,453
PROD00382,Prime Beauty Item 382,Beauty,Nova,447.66,SUP004,WH004,180,427
PROD00383,Apex Electronics Item 383,Electronics,Apex,126.05,SUP016,WH006,489,759
PROD00384,Prime Office Supplies Item 384,Office Supplies,Apex,278.67,SUP014,WH004,141,429
PROD00385,Urban Beauty Item 385,Beauty,Core,139.27,SUP003,WH006,263,547
PROD00386,Apex Home Goods Item 386,Home Goods,Apex,477.27,SUP003,WH008,141,248
PROD00387,Zenith Health Item 387,Health,Metro,8.94,SUP007,WH005,217,289
PROD00388,Urban Health Item 388,Health,Metro,498.9,SUP007,WH004,287,431
PROD00389,Apex Apparel Item 389,Apparel,Urban,273.06,SUP001,WH006,259,315
PROD00390,Fresh Electronics Item 390,Electronics,Zenith,56.45,SUP017,WH004,484,722
PROD00391,Metro Office Supplies Item 391,Office Supplies,Prime,357.27,SUP003,WH001,80,378
PROD00392,Fresh Grocery Item 392,Grocery,Core,231.94,SUP003,WH002,408,687
PROD00393,Fresh Apparel Item 393,Apparel,Apex,220.32,SUP005,WH004,88,289
PROD00394,Zenith Health Item 394,Health,Fresh,351.86,SUP011,WH006,485,615
PROD00395,Zenith Automotive Item 395,Automotive,Urban,72.38,SUP019,WH002,169,238
PROD00396,Nova Apparel Item 396,Apparel,Metro,160.45,SUP004,WH006,134,299
PROD00397,Metro Grocery Item 397,Grocery,Zenith,426.98,SUP003,WH003,207,375
PROD00398,Apex Health Item 398,Health,Core,78.42,SUP008,WH006,160,423
PROD00399,Apex Office Supplies Item 399,Office Supplies,Zenith,410.94,SUP006,WH001,396,522
PROD00400,Metro Office Supplies Item 400,Office Supplies,Urban,51.89,SUP004,WH003,334,575
PROD00401,Apex Home Goods Item 401,Home Goods,Urban,69.7,SUP013,WH006,81,343
PROD00402,Zenith Home Goods Item 402,Home Goods,Apex,498.59,SUP007,WH008,466,535
PROD00403,Nova Apparel Item 403,Apparel,Core,65.65,SUP015,WH001,483,745
PROD00404,Fresh Apparel Item 404,Apparel,Fresh,250.58,SUP013,WH007,470,705
PROD00405,Core Apparel Item 405,Apparel,Prime,141.12,SUP015,WH003,159,441
PROD00406,Urban Electronics Item 406,Electronics,Metro,208.94,SUP018,WH008,381,506
PROD00407,Nova Electronics Item 407,Electronics,Prime,212.52,SUP017,WH004,193,341
PROD00408,Fresh Electronics Item 408,Electronics,Core,242.44,SUP016,WH006,450,682
PROD00409,Fresh Beauty Item 409,Beauty,Apex,162.84,SUP008,WH001,188,284
PROD00410,Apex Health Item 410,Health,Core,384.59,SUP008,WH003,464,634
PROD00411,Urban Home Goods Item 411,Home Goods,Zenith,269.18,SUP002,WH004,386,497
PROD00412,Core Office Supplies Item 412,Office Supplies,Prime,92.17,SUP019,WH006,479,745
PROD00413,Apex Beauty Item 413,Beauty,Core,474.04,SUP019,WH003,410,639
PROD00414,Metro Grocery Item 414,Grocery,Prime,247.77,SUP003,WH001,327,456
PROD00415,Urban Grocery Item 415,Grocery,Metro,5.34,SUP020,WH004,60,244
PROD00416,Core Apparel Item 416,Apparel,Core,34.48,SUP005,WH003,417,512
PROD00417,Core Home Goods Item 417,Home Goods,Fresh,295.08,SUP011,WH005,87,232
PROD00418,Prime Beauty Item 418,Beauty,Fresh,396.96,SUP016,WH006,130,367
PROD00419,Core Apparel Item 419,Apparel,Prime,192.3,SUP010,WH003,164,384
PROD00420,Apex Apparel Item 420,Apparel,Fresh,426.12,SUP019,WH001,409,701
PROD00421,Core Apparel Item 421,Apparel,Urban,321.63,SUP004,WH008,464,761
PROD00422,Core Apparel Item 422,Apparel,Urban,176.67,SUP011,WH003,431,500
PROD00423,Core Home Goods Item 423,Home Goods,Zenith,108.79,SUP003,WH006,278,330
PROD00424,Nova Health Item 424,Health,Apex,196.04,SUP014,WH003,418,468
PROD00425,Metro Office Supplies Item 425,Office Supplies,Fresh,55.21,SUP016,WH004,243,382
PROD00426,Metro Apparel Item 426,Apparel,Apex,150.98,SUP011,WH005,87,341
PROD00427,Nova Home Goods Item 427,Home Goods,Fresh,84.65,SUP003,WH002,225,318
PROD00428,Metro Beauty Item 428,Beauty,Fresh,471.51,SUP006,WH007,410,467
PROD00429,Apex Apparel Item 429,Apparel,Urban,487.33,SUP014,WH005,101,235
PROD00430,Zenith Health Item 430,Health,Apex,199.49,SUP018,WH008,171,245
PROD00431,Apex Apparel Item 431,Apparel,Fresh,48.38,SUP020,WH008,234,284
PROD00432,Nova Grocery Item 432,Grocery,Prime,320.9,SUP003,WH008,63,165
PROD00433,Zenith Home Goods Item 433,Home Goods,Metro,247.1,SUP009,WH002,451,602
PROD00434,Prime Office Supplies Item 434,Office Supplies,Fresh,187.85,SUP015,WH001,239,515
PROD00435,Metro Health Item 435,Health,Urban,419.35,SUP019,WH001,288,405
PROD00436,Nova Apparel Item 436,Apparel,Core,405.05,SUP014,WH004,93,314
PROD00437,Fresh Electronics Item 437,Electronics,Fresh,482.99,SUP016,WH004,469,652
PROD00438,Zenith Automotive Item 438,Automotive,Apex,253.54,SUP017,WH003,90,241
PROD00439,Metro Home Goods Item 439,Home Goods,Prime,486.22,SUP007,WH003,138,430
PROD00440,Fresh Electronics Item 440,Electronics,Fresh,104.95,SUP005,WH005,90,314
PROD00441,Nova Beauty Item 441,Beauty,Fresh,278.27,SUP009,WH008,94,243
PROD00442,Fresh Electronics Item 442,Electronics,Prime,78.36,SUP019,WH002,107,263
PROD00443,Nova Home Goods Item 443,Home Goods,Core,439.56,SUP009,WH007,452,575
PROD00444,Metro Automotive Item 444,Automotive,Zenith,204.47,SUP020,WH007,69,163
PROD00445,Fresh Electronics Item 445,Electronics,Urban,29.4,SUP016,WH005,500,634
PROD00446,Apex Beauty Item 446,Beauty,Zenith,158.92,SUP016,WH002,222,481
PROD00447,Prime Grocery Item 447,Grocery,Metro,388.15,SUP011,WH005,203,502
PROD00448,Nova Office Supplies Item 448,Office Supplies,Urban,457.15,SUP014,WH008,146,309
PROD00449,Apex Beauty Item 449,Beauty,Prime,37.48,SUP017,WH007,313,565
PROD00450,Apex Apparel Item 450,Apparel,Urban,419.3,SUP008,WH001,138,237
PROD00451,Apex Automotive Item 451,Automotive,Urban,140.62,SUP015,WH007,234,464
PROD00452,Apex Home Goods Item 452,Home Goods,Metro,299.05,SUP006,WH008,173,318
PROD00453,Core Beauty Item 453,Beauty,Zenith,375.74,SUP003,WH005,133,397
PROD00454,Fresh Electronics Item 454,Electronics,Urban,429.27,SUP008,WH004,75,166
PROD00455,Fresh Health Item 455,Health,Apex,239.68,SUP005,WH003,312,367
PROD00456,Urban Electronics Item 456,Electronics,Zenith,357.81,SUP009,WH007,179,384
PROD00457,Core Office Supplies Item 457,Office Supplies,Urban,236.02,SUP017,WH007,285,399
PROD00458,Apex Home Goods Item 458,Home Goods,Core,282.92,SUP020,WH005,311,530
PROD00459,Nova Health Item 459,Health,Core,494.24,SUP011,WH005,296,362
PROD00460,Zenith Health Item 460,Health,Urban,450.35,SUP020,WH007,146,234
PROD00461,Prime Beauty Item 461,Beauty,Metro,498.75,SUP009,WH007,419,475
PROD00462,Fresh Office Supplies Item 462,Office Supplies,Urban,174.87,SUP008,WH008,427,486
PROD00463,Zenith Beauty Item 463,Beauty,Prime,150.42,SUP016,WH003,482,575
PROD00464,Prime Health Item 464,Health,Core,328.95,SUP008,WH006,398,678
PROD00465,Zenith Grocery Item 465,Grocery,Core,188.98,SUP019,WH005,265,516
PROD00466,Nova Automotive Item 466,Automotive,Nova,238.75,SUP007,WH002,290,353
PROD00467,Zenith Office Supplies Item 467,Office Supplies,Prime,73.0,SUP007,WH006,261,324
PROD00468,Metro Office Supplies Item 468,Office Supplies,Prime,390.58,SUP016,WH006,123,253
PROD00469,Core Apparel Item 469,Apparel,Apex,228.77,SUP007,WH003,374,438
PROD00470,Metro Apparel Item 470,Apparel,Nova,69.06,SUP014,WH007,452,697
PROD00471,Fresh Office Supplies Item 471,Office Supplies,Apex,23.67,SUP007,WH006,294,442
PROD00472,Core Electronics Item 472,Electronics,Urban,13.87,SUP001,WH004,437,700
PROD00473,Core Grocery Item 473,Grocery,Nova,194.86,SUP019,WH005,209,292
PROD00474,Nova Apparel Item 474,Apparel,Zenith,474.49,SUP015,WH006,471,532
PROD00475,Prime Office Supplies Item 475,Office Supplies,Metro,182.83,SUP007,WH003,225,505
PROD00476,Apex Office Supplies Item 476,Office Supplies,Prime,109.54,SUP001,WH003,166,273
PROD00477,Core Home Goods Item 477,Home Goods,Apex,190.72,SUP009,WH001,414,630
PROD00478,Nova Electronics Item 478,Electronics,Apex,28.88,SUP004,WH007,384,648
PROD00479,Fresh Automotive Item 479,Automotive,Zenith,239.83,SUP005,WH004,113,303
PROD00480,Zenith Electronics Item 480,Electronics,Nova,332.93,SUP009,WH003,265,484
PROD00481,Nova Office Supplies Item 481,Office Supplies,Nova,144.94,SUP004,WH008,311,545
PROD00482,Urban Grocery Item 482,Grocery,Urban,182.17,SUP014,WH005,448,565
PROD00483,Apex Apparel Item 483,Apparel,Urban,345.66,SUP016,WH006,330,507
PROD00484,Apex Grocery Item 484,Grocery,Nova,453.91,SUP019,WH008,56,277
PROD00485,Nova Apparel Item 485,Apparel,Nova,363.16,SUP004,WH005,449,629
PROD00486,Metro Grocery Item 486,Grocery,Metro,29.79,SUP006,WH001,201,318
PROD00487,Core Health Item 487,Health,Core,215.87,SUP004,WH002,460,683
PROD00488,Apex Electronics Item 488,Electronics,Prime,167.69,SUP015,WH005,486,571
PROD00489,Core Home Goods Item 489,Home Goods,Prime,61.35,SUP013,WH008,467,604
PROD00490,Fresh Health Item 490,Health,Metro,400.95,SUP006,WH002,403,670
PROD00491,Apex Apparel Item 491,Apparel,Nova,210.93,SUP019,WH008,482,572
PROD00492,Prime Automotive Item 492,Automotive,Core,307.62,SUP005,WH008,362,509
PROD00493,Nova Automotive Item 493,Automotive,Apex,36.35,SUP011,WH001,260,422
PROD00494,Core Grocery Item 494,Grocery,Nova,219.26,SUP008,WH008,315,498
PROD00495,Fresh Beauty Item 495,Beauty,Apex,10.76,SUP006,WH008,126,390
PROD00496,Prime Automotive Item 496,Automotive,Metro,163.71,SUP011,WH005,88,330
PROD00497,Urban Electronics Item 497,Electronics,Fresh,204.62,SUP008,WH002,331,545
PROD00498,Metro Automotive Item 498,Automotive,Metro,48.57,SUP016,WH008,460,656
PROD00499,Nova Beauty Item 499,Beauty,Apex,55.81,SUP014,WH001,304,544
PROD00500,Nova Electronics Item 500,Electronics,Zenith,445.6,SUP018,WH004,455,659
