order_id,customer_name,product_id,quantity,order_date,warehouse_id
SO0002996,BlueWave Stores,PROD00283,43,2025-01-29,WH004
SO0002997,BlueWave Stores,PROD00432,8,2025-02-17,WH008
SO0002998,QuickBuy,PROD00258,35,2025-08-01,WH005
SO0002999,FreshMart,PROD00266,15,2025-11-11,WH006
SO0003000,FreshMart,PROD00210,15,2025-04-14,WH004
SO0003001,ValueHub,PROD00263,12,2025-06-28,WH005
SO0003002,SmartShop,PROD00008,8,2026-06-14,WH004
SO0003003,Urban Cart,PROD00098,16,2025-08-08,WH007
SO0003004,ValueHub,PROD00449,27,2025-09-18,WH007
SO0003005,ValueHub,PROD00388,9,2025-10-18,WH004
SO0003006,QuickBuy,PROD00121,12,2025-08-10,WH002
SO0003007,SmartShop,PROD00083,20,2026-05-28,WH008
SO0003008,PrimeOutlet,PROD00408,29,2025-11-02,WH006
SO0003009,NorthStar Retail,PROD00195,12,2026-03-15,WH003
SO0003010,PrimeOutlet,PROD00283,33,2025-09-28,WH004
SO0003011,SmartShop,PROD00197,13,2026-03-17,WH006
SO0003012,Urban Cart,PROD00198,48,2025-10-02,WH006
SO0003013,PrimeOutlet,PROD00206,23,2025-02-25,WH005
SO0003014,SmartShop,PROD00285,49,2025-09-11,WH008
SO0003015,DailyNeeds,PROD00295,41,2026-04-10,WH001
SO0003016,QuickBuy,PROD00375,43,2025-09-06,WH006
SO0003017,Urban Cart,PROD00491,40,2026-01-05,WH008
SO0003018,FreshMart,PROD00157,23,2026-04-29,WH008
SO0003019,BlueWave Stores,PROD00225,22,2026-02-19,WH008
SO0003020,SmartShop,PROD00345,26,2025-07-01,WH008
SO0003021,ValueHub,PROD00226,37,2026-01-15,WH006
SO0003022,QuickBuy,PROD00444,32,2025-03-09,WH007
SO0003023,Urban Cart,PROD00379,24,2026-02-04,WH002
SO0003024,MetroBasket,PROD00259,4,2025-09-10,WH003
SO0003025,SmartShop,PROD00226,20,2026-03-03,WH006
SO0003026,QuickBuy,PROD00137,31,2025-04-18,WH004
SO0003027,FreshMart,PROD00255,16,2026-01-14,WH008
SO0003028,PrimeOutlet,PROD00365,45,2026-02-19,WH003
SO0003029,Urban Cart,PROD00246,19,2026-01-15,WH005
SO0003030,QuickBuy,PROD00129,49,2026-03-29,WH007
SO0003031,SmartShop,PROD00099,47,2026-02-08,WH001
SO0003032,FreshMart,PROD00383,22,2025-11-22,WH006
SO0003033,MetroBasket,PROD00035,38,2025-08-02,WH006
SO0003034,Urban Cart,PROD00245,49,2026-02-22,WH006
SO0003035,FreshMart,PROD00296,10,2025-12-14,WH001
SO0003036,FreshMart,PROD00296,46,2025-10-24,WH001
SO0003037,DailyNeeds,PROD00172,38,2026-02-02,WH007
SO0003038,QuickBuy,PROD00252,7,2025-06-04,WH003
SO0003039,DailyNeeds,PROD00335,6,2025-12-13,WH004
SO0003040,DailyNeeds,PROD00323,42,2025-06-10,WH002
SO0003041,FreshMart,PROD00217,48,2026-03-05,WH002
SO0003042,ValueHub,PROD00080,18,2025-08-18,WH006
SO0003043,QuickBuy,PROD00325,27,2025-08-06,WH007
SO0003044,MetroBasket,PROD00440,48,2025-12-03,WH005
SO0003045,FreshMart,PROD00402,43,2026-03-16,WH008
SO0003046,SmartShop,PROD00041,7,2025-01-27,WH001
SO0003047,MetroBasket,PROD00091,10,2026-02-07,WH004
SO0003048,PrimeOutlet,PROD00011,31,2025-10-31,WH008
SO0003049,PrimeOutlet,PROD00465,39,2025-08-31,WH005
SO0003050,SmartShop,PROD00115,7,2025-03-21,WH002
SO0003051,FreshMart,PROD00087,44,2025-12-29,WH005
SO0003052,BlueWave Stores,PROD00412,7,2026-05-28,WH006
SO0003053,MetroBasket,PROD00162,42,2026-02-08,WH002
SO0003054,DailyNeeds,PROD00452,6,2025-07-21,WH008
SO0003055,FreshMart,PROD00180,2,2025-01-30,WH004
SO0003056,FreshMart,PROD00208,31,2026-05-25,WH006
SO0003057,SmartShop,PROD00388,4,2025-05-14,WH004
SO0003058,Urban Cart,PROD00076,50,2026-04-28,WH004
SO0003059,BlueWave Stores,PROD00459,18,2025-01-05,WH005
SO0003060,DailyNeeds,PROD00045,36,2026-03-10,WH007
SO0003061,MetroBasket,PROD00029,9,2025-01-20,WH001
SO0003062,QuickBuy,PROD00316,37,2026-01-31,WH003
SO0003063,BlueWave Stores,PROD00396,9,2025-08-01,WH006
SO0003064,QuickBuy,PROD00499,26,2025-05-06,WH001
SO0003065,PrimeOutlet,PROD00461,50,2025-07-21,WH007
SO0003066,DailyNeeds,PROD00158,26,2025-11-01,WH002
SO0003067,ValueHub,PROD00202,42,2025-07-08,WH007
SO0003068,Urban Cart,PROD00293,48,2025-10-12,WH005
SO0003069,SmartShop,PROD00154,45,2025-06-18,WH002
SO0003070,ValueHub,PROD00196,49,2025-10-31,WH001
SO0003071,FreshMart,PROD00311,13,2026-02-20,WH007
SO0003072,DailyNeeds,PROD00445,9,2025-04-22,WH005
SO0003073,NorthStar Retail,PROD00324,14,2025-11-04,WH007
SO0003074,PrimeOutlet,PROD00173,17,2026-02-09,WH003
SO0003075,BlueWave Stores,PROD00419,43,2026-06-02,WH003
SO0003076,Urban Cart,PROD00343,42,2025-04-23,WH008
SO0003077,SmartShop,PROD00196,46,2026-02-28,WH001
SO0003078,PrimeOutlet,PROD00375,30,2025-10-27,WH006
SO0003079,PrimeOutlet,PROD00221,27,2025-04-01,WH002
SO0003080,NorthStar Retail,PROD00300,27,2026-04-08,WH008
SO0003081,FreshMart,PROD00195,22,2025-08-18,WH003
SO0003082,PrimeOutlet,PROD00045,8,2025-08-14,WH007
SO0003083,BlueWave Stores,PROD00225,25,2025-02-03,WH008
SO0003084,Urban Cart,PROD00298,23,2025-04-21,WH001
SO0003085,BlueWave Stores,PROD00147,26,2025-01-29,WH007
SO0003086,PrimeOutlet,PROD00145,39,2025-09-10,WH005
SO0003087,PrimeOutlet,PROD00001,3,2025-10-06,WH003
SO0003088,FreshMart,PROD00498,15,2025-03-25,WH008
SO0003089,QuickBuy,PROD00481,18,2025-08-26,WH008
SO0003090,DailyNeeds,PROD00052,43,2025-08-09,WH002
SO0003091,DailyNeeds,PROD00223,43,2026-03-06,WH007
SO0003092,QuickBuy,PROD00492,35,2025-07-30,WH008
SO0003093,QuickBuy,PROD00245,3,2025-04-13,WH006
SO0003094,BlueWave Stores,PROD00379,47,2025-09-29,WH002
SO0003095,BlueWave Stores,PROD00405,28,2025-03-05,WH003
SO0003096,PrimeOutlet,PROD00229,14,2026-05-21,WH006
SO0003097,BlueWave Stores,PROD00346,17,2025-02-08,WH001
SO0003098,BlueWave Stores,PROD00285,26,2025-04-04,WH008
SO0003099,QuickBuy,PROD00431,38,2025-01-11,WH008
SO0003100,NorthStar Retail,PROD00075,4,2025-03-27,WH005
SO0003101,Urban Cart,PROD00187,3,2025-11-16,WH005
SO0003102,MetroBasket,PROD00185,36,2025-06-04,WH007
SO0003103,SmartShop,PROD00262,8,2026-03-04,WH004
SO0003104,MetroBasket,PROD00064,3,2026-02-18,WH001
SO0003105,PrimeOutlet,PROD00403,39,2025-03-16,WH001
SO0003106,FreshMart,PROD00464,19,2025-02-10,WH006
SO0003107,BlueWave Stores,PROD00061,50,2025-05-28,WH001
SO0003108,QuickBuy,PROD00497,33,2025-07-25,WH002
SO0003109,QuickBuy,PROD00057,36,2025-12-04,WH001
SO0003110,Urban Cart,PROD00295,4,2025-09-25,WH001
SO0003111,ValueHub,PROD00258,13,2025-08-03,WH005
SO0003112,SmartShop,PROD00044,4,2025-03-18,WH005
SO0003113,PrimeOutlet,PROD00292,43,2026-05-05,WH006
SO0003114,DailyNeeds,PROD00155,38,2025-04-09,WH006
SO0003115,FreshMart,PROD00060,35,2025-04-13,WH007
SO0003116,NorthStar Retail,PROD00361,6,2026-01-27,WH002
SO0003117,DailyNeeds,PROD00086,7,2025-11-28,WH002
SO0003118,DailyNeeds,PROD00212,8,2025-03-30,WH008
SO0003119,Urban Cart,PROD00245,46,2025-07-28,WH006
SO0003120,PrimeOutlet,PROD00120,44,2025-04-11,WH007
SO0003121,NorthStar Retail,PROD00290,9,2025-11-13,WH006
SO0003122,DailyNeeds,PROD00438,43,2025-11-07,WH003
SO0003123,Urban Cart,PROD00324,34,2025-01-05,WH007
SO0003124,QuickBuy,PROD00406,6,2025-04-01,WH008
SO0003125,Urban Cart,PROD00066,35,2025-05-03,WH004
SO0003126,QuickBuy,PROD00461,21,2026-04-16,WH007
SO0003127,DailyNeeds,PROD00007,45,2025-05-20,WH001
SO0003128,PrimeOutlet,PROD00266,14,2025-03-18,WH006
SO0003129,DailyNeeds,PROD00463,33,2026-03-23,WH003
SO0003130,DailyNeeds,PROD00277,25,2026-01-13,WH008
SO0003131,SmartShop,PROD00398,13,2025-10-29,WH006
SO0003132,FreshMart,PROD00250,36,2025-03-15,WH005
SO0003133,NorthStar Retail,PROD00052,41,2025-03-23,WH002
SO0003134,QuickBuy,PROD00120,40,2026-05-27,WH007
SO0003135,SmartShop,PROD00162,8,2025-04-24,WH002
SO0003136,Urban Cart,PROD00436,16,2025-10-21,WH004
SO0003137,BlueWave Stores,PROD00488,23,2025-06-05,WH005
SO0003138,NorthStar Retail,PROD00407,5,2025-10-18,WH004
SO0003139,BlueWave Stores,PROD00253,22,2025-09-01,WH005
SO0003140,ValueHub,PROD00199,4,2025-08-12,WH008
SO0003141,PrimeOutlet,PROD00034,43,2026-02-25,WH003
SO0003142,Urban Cart,PROD00345,25,2026-03-20,WH008
SO0003143,SmartShop,PROD00412,36,2025-03-10,WH006
SO0003144,ValueHub,PROD00367,22,2025-09-17,WH002
SO0003145,ValueHub,PROD00163,12,2025-06-21,WH007
SO0003146,QuickBuy,PROD00176,5,2026-05-24,WH001
SO0003147,Urban Cart,PROD00484,41,2025-01-03,WH008
SO0003148,QuickBuy,PROD00275,32,2026-01-08,WH004
SO0003149,DailyNeeds,PROD00042,38,2025-03-08,WH002
SO0003150,MetroBasket,PROD00452,34,2025-10-10,WH008
SO0003151,SmartShop,PROD00318,25,2026-01-03,WH008
SO0003152,MetroBasket,PROD00321,37,2025-10-17,WH008
SO0003153,NorthStar Retail,PROD00138,2,2025-08-15,WH001
SO0003154,BlueWave Stores,PROD00061,38,2026-01-14,WH001
SO0003155,SmartShop,PROD00188,29,2025-12-15,WH008
SO0003156,SmartShop,PROD00097,14,2025-12-23,WH006
SO0003157,ValueHub,PROD00048,50,2026-01-10,WH006
SO0003158,QuickBuy,PROD00355,10,2026-06-01,WH006
SO0003159,DailyNeeds,PROD00317,41,2025-07-08,WH006
SO0003160,DailyNeeds,PROD00174,10,2025-03-30,WH003
SO0003161,SmartShop,PROD00417,9,2026-02-04,WH005
SO0003162,SmartShop,PROD00184,24,2026-01-06,WH004
SO0003163,QuickBuy,PROD00228,25,2025-01-27,WH001
SO0003164,DailyNeeds,PROD00035,2,2025-01-09,WH006
SO0003165,BlueWave Stores,PROD00177,19,2025-02-13,WH003
SO0003166,BlueWave Stores,PROD00343,15,2025-10-09,WH008
SO0003167,SmartShop,PROD00186,33,2025-01-06,WH008
SO0003168,Urban Cart,PROD00498,17,2026-03-08,WH008
SO0003169,MetroBasket,PROD00143,29,2025-02-11,WH007
SO0003170,NorthStar Retail,PROD00284,1,2025-04-16,WH007
SO0003171,SmartShop,PROD00153,35,2026-02-26,WH005
SO0003172,QuickBuy,PROD00008,49,2025-03-02,WH004
SO0003173,DailyNeeds,PROD00228,9,2025-04-13,WH001
SO0003174,NorthStar Retail,PROD00273,31,2025-05-25,WH003
SO0003175,Urban Cart,PROD00087,13,2026-02-22,WH005
SO0003176,BlueWave Stores,PROD00454,8,2026-05-29,WH004
SO0003177,Urban Cart,PROD00387,9,2025-12-26,WH005
SO0003178,Urban Cart,PROD00203,36,2025-08-23,WH005
SO0003179,Urban Cart,PROD00199,12,2025-06-01,WH008
SO0003180,QuickBuy,PROD00433,1,2025-06-08,WH002
SO0003181,DailyNeeds,PROD00310,21,2025-10-12,WH005
SO0003182,MetroBasket,PROD00444,13,2025-06-09,WH007
SO0003183,PrimeOutlet,PROD00497,38,2026-01-02,WH002
SO0003184,NorthStar Retail,PROD00239,1,2025-11-01,WH008
SO0003185,BlueWave Stores,PROD00466,3,2025-10-07,WH002
SO0003186,DailyNeeds,PROD00338,39,2025-10-02,WH003
SO0003187,FreshMart,PROD00206,24,2025-04-29,WH005
SO0003188,BlueWave Stores,PROD00094,16,2025-04-15,WH001
SO0003189,NorthStar Retail,PROD00064,50,2025-12-22,WH001
SO0003190,FreshMart,PROD00337,21,2025-11-18,WH006
SO0003191,Urban Cart,PROD00080,11,2026-03-30,WH006
SO0003192,PrimeOutlet,PROD00134,9,2026-06-28,WH001
SO0003193,SmartShop,PROD00494,19,2025-01-08,WH008
SO0003194,ValueHub,PROD00025,32,2025-05-01,WH006
SO0003195,PrimeOutlet,PROD00457,49,2025-02-11,WH007
SO0003196,MetroBasket,PROD00236,16,2026-04-21,WH003
SO0003197,Urban Cart,PROD00454,35,2025-01-30,WH004
SO0003198,BlueWave Stores,PROD00204,2,2025-01-18,WH002
SO0003199,BlueWave Stores,PROD00111,40,2025-11-04,WH006
SO0003200,ValueHub,PROD00468,16,2025-10-22,WH006
SO0003201,BlueWave Stores,PROD00298,40,2025-11-05,WH001
SO0003202,Urban Cart,PROD00117,49,2025-12-07,WH003
SO0003203,BlueWave Stores,PROD00297,42,2026-06-07,WH001
SO0003204,QuickBuy,PROD00012,31,2025-09-26,WH004
SO0003205,DailyNeeds,PROD00078,19,2026-02-24,WH004
SO0003206,MetroBasket,PROD00494,3,2025-05-12,WH008
SO0003207,BlueWave Stores,PROD00147,42,2025-06-29,WH007
SO0003208,MetroBasket,PROD00078,40,2026-06-07,WH004
SO0003209,NorthStar Retail,PROD00043,25,2025-08-17,WH004
SO0003210,ValueHub,PROD00490,32,2025-08-16,WH002
SO0003211,FreshMart,PROD00280,30,2025-01-26,WH004
SO0003212,Urban Cart,PROD00372,7,2025-04-29,WH001
SO0003213,PrimeOutlet,PROD00342,47,2025-08-16,WH001
SO0003214,QuickBuy,PROD00071,16,2026-04-01,WH003
SO0003215,PrimeOutlet,PROD00114,37,2026-02-17,WH002
SO0003216,ValueHub,PROD00006,22,2025-01-15,WH003
SO0003217,ValueHub,PROD00207,32,2025-11-27,WH001
SO0003218,PrimeOutlet,PROD00296,37,2026-01-17,WH001
SO0003219,NorthStar Retail,PROD00413,35,2025-11-10,WH003
SO0003220,Urban Cart,PROD00246,37,2025-10-12,WH005
SO0003221,SmartShop,PROD00368,39,2025-01-01,WH004
SO0003222,PrimeOutlet,PROD00493,41,2026-03-17,WH001
SO0003223,QuickBuy,PROD00104,23,2025-02-20,WH003
SO0003224,MetroBasket,PROD00248,39,2025-06-06,WH007
SO0003225,NorthStar Retail,PROD00241,25,2026-03-16,WH004
SO0003226,NorthStar Retail,PROD00027,25,2025-03-10,WH002
SO0003227,SmartShop,PROD00499,30,2025-12-06,WH001
SO0003228,FreshMart,PROD00279,29,2025-09-04,WH006
SO0003229,ValueHub,PROD00015,29,2025-10-07,WH006
SO0003230,BlueWave Stores,PROD00463,26,2025-02-14,WH003
SO0003231,Urban Cart,PROD00312,29,2025-11-22,WH006
SO0003232,BlueWave Stores,PROD00036,15,2026-03-01,WH003
SO0003233,MetroBasket,PROD00479,5,2026-03-05,WH004
SO0003234,PrimeOutlet,PROD00395,36,2025-11-03,WH002
SO0003235,Urban Cart,PROD00362,23,2025-03-01,WH008
SO0003236,NorthStar Retail,PROD00499,33,2025-08-14,WH001
SO0003237,FreshMart,PROD00162,31,2025-10-15,WH002
SO0003238,PrimeOutlet,PROD00447,40,2026-02-13,WH005
SO0003239,PrimeOutlet,PROD00130,26,2025-06-14,WH006
SO0003240,QuickBuy,PROD00482,20,2025-10-30,WH005
SO0003241,DailyNeeds,PROD00442,12,2026-04-16,WH002
SO0003242,NorthStar Retail,PROD00146,35,2025-11-27,WH004
SO0003243,Urban Cart,PROD00372,16,2025-10-16,WH001
SO0003244,QuickBuy,PROD00493,12,2025-05-25,WH001
SO0003245,QuickBuy,PROD00043,33,2025-08-06,WH004
SO0003246,NorthStar Retail,PROD00019,18,2025-01-05,WH003
SO0003247,DailyNeeds,PROD00476,46,2025-03-23,WH003
SO0003248,QuickBuy,PROD00041,8,2025-05-10,WH001
SO0003249,ValueHub,PROD00043,16,2025-12-05,WH004
SO0003250,PrimeOutlet,PROD00483,7,2026-02-12,WH006
SO0003251,MetroBasket,PROD00041,22,2025-12-02,WH001
SO0003252,DailyNeeds,PROD00259,19,2025-11-19,WH003
SO0003253,SmartShop,PROD00078,12,2025-01-30,WH004
SO0003254,PrimeOutlet,PROD00174,25,2026-05-26,WH003
SO0003255,Urban Cart,PROD00323,18,2025-01-16,WH002
SO0003256,ValueHub,PROD00236,29,2025-06-18,WH003
SO0003257,FreshMart,PROD00418,49,2025-03-04,WH006
SO0003258,FreshMart,PROD00297,43,2025-08-07,WH001
SO0003259,PrimeOutlet,PROD00136,22,2025-05-28,WH002
SO0003260,ValueHub,PROD00383,12,2025-10-26,WH006
SO0003261,BlueWave Stores,PROD00059,21,2025-08-16,WH004
SO0003262,MetroBasket,PROD00115,25,2025-05-23,WH002
SO0003263,NorthStar Retail,PROD00271,18,2025-08-20,WH002
SO0003264,Urban Cart,PROD00241,39,2025-01-21,WH004
SO0003265,SmartShop,PROD00085,12,2026-03-22,WH008
SO0003266,DailyNeeds,PROD00254,11,2025-04-03,WH001
SO0003267,DailyNeeds,PROD00185,19,2025-04-12,WH007
SO0003268,PrimeOutlet,PROD00015,9,2025-06-10,WH006
SO0003269,NorthStar Retail,PROD00323,20,2025-05-15,WH002
SO0003270,SmartShop,PROD00434,30,2025-03-31,WH001
SO0003271,BlueWave Stores,PROD00498,23,2025-07-01,WH008
SO0003272,PrimeOutlet,PROD00269,12,2025-09-04,WH008
SO0003273,SmartShop,PROD00437,39,2026-02-20,WH004
SO0003274,DailyNeeds,PROD00046,1,2025-08-03,WH005
SO0003275,FreshMart,PROD00200,9,2026-02-10,WH005
SO0003276,NorthStar Retail,PROD00405,14,2025-12-30,WH003
SO0003277,FreshMart,PROD00205,38,2025-05-05,WH003
SO0003278,MetroBasket,PROD00294,3,2025-06-10,WH008
SO0003279,MetroBasket,PROD00016,50,2025-11-06,WH001
SO0003280,NorthStar Retail,PROD00166,12,2026-01-02,WH002
SO0003281,NorthStar Retail,PROD00462,27,2025-06-04,WH008
SO0003282,PrimeOutlet,PROD00423,4,2025-04-08,WH006
SO0003283,PrimeOutlet,PROD00281,16,2025-04-19,WH008
SO0003284,FreshMart,PROD00303,24,2025-09-07,WH001
SO0003285,DailyNeeds,PROD00065,39,2025-08-20,WH004
SO0003286,BlueWave Stores,PROD00409,39,2026-05-14,WH001
SO0003287,NorthStar Retail,PROD00468,4,2025-03-05,WH006
SO0003288,Urban Cart,PROD00162,46,2025-01-23,WH002
SO0003289,SmartShop,PROD00400,7,2025-12-16,WH003
SO0003290,Urban Cart,PROD00242,12,2026-01-21,WH001
SO0003291,SmartShop,PROD00474,46,2025-12-15,WH006
SO0003292,DailyNeeds,PROD00300,5,2025-10-15,WH008
SO0003293,ValueHub,PROD00079,23,2026-06-11,WH006
SO0003294,NorthStar Retail,PROD00073,47,2025-11-13,WH002
SO0003295,PrimeOutlet,PROD00267,40,2026-04-06,WH003
SO0003296,FreshMart,PROD00445,1,2025-05-27,WH005
SO0003297,ValueHub,PROD00351,47,2025-10-20,WH001
SO0003298,Urban Cart,PROD00447,48,2025-08-11,WH005
SO0003299,BlueWave Stores,PROD00168,25,2025-08-28,WH003
SO0003300,DailyNeeds,PROD00251,35,2026-04-25,WH004
SO0003301,QuickBuy,PROD00220,22,2025-03-19,WH006
SO0003302,QuickBuy,PROD00159,29,2026-01-21,WH001
SO0003303,FreshMart,PROD00346,29,2025-10-22,WH001
SO0003304,BlueWave Stores,PROD00053,40,2025-01-14,WH007
SO0003305,ValueHub,PROD00452,13,2025-10-30,WH008
SO0003306,BlueWave Stores,PROD00018,43,2025-04-17,WH008
SO0003307,DailyNeeds,PROD00384,28,2026-04-08,WH004
SO0003308,SmartShop,PROD00235,22,2026-03-07,WH002
SO0003309,ValueHub,PROD00182,12,2025-03-01,WH003
SO0003310,SmartShop,PROD00425,5,2026-04-28,WH004
SO0003311,NorthStar Retail,PROD00163,37,2025-05-09,WH007
SO0003312,MetroBasket,PROD00246,6,2025-06-13,WH005
SO0003313,DailyNeeds,PROD00422,36,2025-11-25,WH003
SO0003314,SmartShop,PROD00100,43,2025-02-26,WH001
SO0003315,PrimeOutlet,PROD00023,4,2025-03-17,WH003
SO0003316,Urban Cart,PROD00254,16,2025-06-09,WH001
SO0003317,BlueWave Stores,PROD00143,26,2025-03-12,WH007
SO0003318,MetroBasket,PROD00028,44,2026-05-05,WH004
SO0003319,NorthStar Retail,PROD00009,25,2026-03-29,WH002
SO0003320,SmartShop,PROD00046,14,2026-05-05,WH005
SO0003321,FreshMart,PROD00093,9,2025-12-10,WH005
SO0003322,FreshMart,PROD00348,44,2025-06-04,WH004
SO0003323,BlueWave Stores,PROD00036,35,2026-05-13,WH003
SO0003324,PrimeOutlet,PROD00404,10,2025-12-31,WH007
SO0003325,Urban Cart,PROD00174,25,2025-03-15,WH003
SO0003326,QuickBuy,PROD00358,42,2026-06-14,WH008
SO0003327,ValueHub,PROD00122,27,2026-06-09,WH001
SO0003328,DailyNeeds,PROD00459,6,2025-08-14,WH005
SO0003329,QuickBuy,PROD00300,10,2025-03-27,WH008
SO0003330,FreshMart,PROD00321,2,2025-11-16,WH008
SO0003331,NorthStar Retail,PROD00364,48,2025-02-11,WH002
SO0003332,DailyNeeds,PROD00298,22,2025-09-08,WH001
SO0003333,PrimeOutlet,PROD00159,49,2025-09-09,WH001
SO0003334,FreshMart,PROD00440,45,2025-06-02,WH005
SO0003335,FreshMart,PROD00007,10,2025-03-16,WH001
SO0003336,SmartShop,PROD00496,23,2025-09-23,WH005
SO0003337,SmartShop,PROD00321,25,2026-05-30,WH008
SO0003338,Urban Cart,PROD00471,31,2025-08-02,WH006
SO0003339,BlueWave Stores,PROD00139,32,2025-09-22,WH001
SO0003340,DailyNeeds,PROD00364,27,2025-07-26,WH002
SO0003341,PrimeOutlet,PROD00188,5,2025-12-17,WH008
SO0003342,FreshMart,PROD00301,34,2025-12-16,WH002
SO0003343,NorthStar Retail,PROD00048,7,2025-05-23,WH006
SO0003344,QuickBuy,PROD00044,43,2025-04-11,WH005
SO0003345,SmartShop,PROD00144,23,2025-02-01,WH006
SO0003346,SmartShop,PROD00224,26,2025-06-17,WH008
SO0003347,Urban Cart,PROD00126,28,2025-10-27,WH006
SO0003348,FreshMart,PROD00355,24,2026-04-01,WH006
SO0003349,Urban Cart,PROD00459,32,2025-03-07,WH005
SO0003350,QuickBuy,PROD00357,21,2025-07-07,WH006
SO0003351,FreshMart,PROD00142,16,2025-12-20,WH001
SO0003352,ValueHub,PROD00226,44,2026-05-16,WH006
SO0003353,ValueHub,PROD00092,49,2026-02-06,WH002
SO0003354,PrimeOutlet,PROD00459,31,2026-01-31,WH005
SO0003355,QuickBuy,PROD00436,34,2026-02-25,WH004
SO0003356,MetroBasket,PROD00069,19,2026-03-28,WH002
SO0003357,Urban Cart,PROD00240,11,2026-03-13,WH007
SO0003358,PrimeOutlet,PROD00268,19,2025-10-13,WH002
SO0003359,BlueWave Stores,PROD00392,2,2026-01-12,WH002
SO0003360,SmartShop,PROD00330,41,2025-11-11,WH006
SO0003361,ValueHub,PROD00429,1,2025-05-22,WH005
SO0003362,PrimeOutlet,PROD00362,9,2026-02-28,WH008
SO0003363,ValueHub,PROD00130,25,2026-03-05,WH006
SO0003364,BlueWave Stores,PROD00313,10,2025-12-08,WH007
SO0003365,SmartShop,PROD00372,50,2025-02-25,WH001
SO0003366,DailyNeeds,PROD00371,27,2025-05-10,WH003
SO0003367,Urban Cart,PROD00057,39,2026-05-20,WH001
SO0003368,ValueHub,PROD00039,45,2025-08-25,WH004
SO0003369,PrimeOutlet,PROD00363,29,2025-01-23,WH003
SO0003370,QuickBuy,PROD00481,44,2025-08-09,WH008
SO0003371,Urban Cart,PROD00139,5,2025-10-03,WH001
SO0003372,PrimeOutlet,PROD00412,8,2025-05-15,WH006
SO0003373,SmartShop,PROD00210,43,2025-11-05,WH004
SO0003374,NorthStar Retail,PROD00013,12,2026-01-16,WH006
SO0003375,FreshMart,PROD00182,19,2025-05-31,WH003
SO0003376,DailyNeeds,PROD00085,36,2026-05-21,WH008
SO0003377,QuickBuy,PROD00410,23,2025-01-07,WH003
SO0003378,PrimeOutlet,PROD00264,30,2026-05-20,WH008
SO0003379,ValueHub,PROD00114,8,2025-05-21,WH002
SO0003380,QuickBuy,PROD00486,45,2026-06-17,WH001
SO0003381,DailyNeeds,PROD00205,2,2025-02-23,WH003
SO0003382,FreshMart,PROD00163,42,2025-07-28,WH007
SO0003383,Urban Cart,PROD00360,6,2026-06-27,WH001
SO0003384,DailyNeeds,PROD00026,36,2025-10-27,WH003
SO0003385,FreshMart,PROD00008,13,2025-05-28,WH004
SO0003386,Urban Cart,PROD00074,45,2026-04-01,WH006
SO0003387,PrimeOutlet,PROD00339,45,2025-02-27,WH002
SO0003388,ValueHub,PROD00002,5,2025-10-04,WH007
SO0003389,DailyNeeds,PROD00075,26,2026-02-09,WH005
SO0003390,NorthStar Retail,PROD00199,26,2026-04-01,WH008
SO0003391,SmartShop,PROD00099,41,2025-07-21,WH001
SO0003392,Urban Cart,PROD00066,34,2025-08-13,WH004
SO0003393,FreshMart,PROD00249,1,2026-03-13,WH002
SO0003394,BlueWave Stores,PROD00181,9,2025-04-26,WH002
SO0003395,NorthStar Retail,PROD00421,4,2025-06-05,WH008
SO0003396,QuickBuy,PROD00497,33,2026-06-15,WH002
SO0003397,Urban Cart,PROD00400,25,2025-10-02,WH003
SO0003398,MetroBasket,PROD00189,14,2025-09-17,WH007
SO0003399,FreshMart,PROD00186,28,2025-07-29,WH008
SO0003400,PrimeOutlet,PROD00080,25,2026-04-08,WH006
SO0003401,MetroBasket,PROD00272,11,2025-01-24,WH006
SO0003402,DailyNeeds,PROD00001,47,2026-02-20,WH003
SO0003403,FreshMart,PROD00417,25,2025-03-29,WH005
SO0003404,ValueHub,PROD00486,41,2025-01-09,WH001
SO0003405,PrimeOutlet,PROD00470,19,2025-09-17,WH007
SO0003406,PrimeOutlet,PROD00059,9,2026-03-22,WH004
SO0003407,MetroBasket,PROD00344,24,2025-01-25,WH001
SO0003408,QuickBuy,PROD00019,37,2026-03-06,WH003
SO0003409,BlueWave Stores,PROD00488,13,2025-02-23,WH005
SO0003410,QuickBuy,PROD00174,40,2025-05-30,WH003
SO0003411,BlueWave Stores,PROD00317,37,2026-01-14,WH006
SO0003412,ValueHub,PROD00297,4,2025-08-09,WH001
SO0003413,BlueWave Stores,PROD00458,7,2025-01-01,WH005
SO0003414,QuickBuy,PROD00432,26,2025-12-06,WH008
SO0003415,DailyNeeds,PROD00428,23,2025-04-23,WH007
SO0003416,NorthStar Retail,PROD00212,35,2026-06-28,WH008
SO0003417,FreshMart,PROD00468,34,2025-02-19,WH006
SO0003418,PrimeOutlet,PROD00500,41,2026-06-06,WH004
SO0003419,QuickBuy,PROD00440,17,2025-02-06,WH005
SO0003420,NorthStar Retail,PROD00428,19,2025-03-11,WH007
SO0003421,QuickBuy,PROD00337,16,2025-03-04,WH006
SO0003422,ValueHub,PROD00452,26,2025-03-07,WH008
SO0003423,MetroBasket,PROD00004,22,2026-01-30,WH007
SO0003424,FreshMart,PROD00321,22,2025-03-19,WH008
SO0003425,MetroBasket,PROD00458,41,2025-07-15,WH005
